مدخل,هدف
"أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود في نفس الفريق في مباراة كرة قدم. في بداية المباراة ، يتم تعيين كل منهم في مركز: أليس تلعب كمهاجم ، وبوب يلعب الجناح الأيمن ، وكلير يلعب الجناح الأيسر ، وديف يلعب على مقاعد البدلاء ، وحواء يلعب دور حارس المرمى ، وفريد ​​يلعب وسط وسط ، وجيرترود يلعب دور المشجع.
مع تقدم اللعبة ، يتبادل أزواج من اللاعبين المراكز من حين لآخر. أولا ، المواقف التجارية حواء وكلير. ثم ، المراكز التجارية جيرترود وأليس. ثم ، مواقف فريد وبوب التجارية. ثم ، المراكز التجارية ديف وفريد. ثم ، مواقف فريد وبوب التجارية. ثم ، المراكز التجارية بوب وحواء. أخيرًا ، مواقف كلير وأليس التجارية. في نهاية المباراة ، تلعب جيرترود
خيارات:
(أ) مهاجم
(ب) الجناح الأيمن
(ج) الجناح الأيسر
(د) مقاعد البدلاء
(هـ) حارس المرمى
(F) لاعب وسط
(ز) المشجع",(أ)
"تلعب أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود لعبة. في بداية اللعبة ، يحمل كل منهم كرة: أليس لديها كرة برتقالية ، وبوب لديه كرة صفراء ، وكلير لديه كرة بنية ، وديف لديه كرة بيضاء ، وحواء لديها كرة سوداء ، وفريد ​​لديه كرة حمراء ، وجيرترود لديها كرة أرجوانية.
مع تقدم اللعبة ، يتبادل أزواج من اللاعبين الكرات. أولاً ، يتبادل بوب وكلير الكرات. ثم تبادل كلير وديف الكرات. ثم يتبادل فريد وجيرترود الكرات. ثم تبادلت إيف وكلير الكرات. ثم تتبادل حواء وفريد ​​الكرات. ثم تبادل أليس وديف الكرات. أخيرًا ، تتبادل إيف وكلير الكرات. في نهاية اللعبة ، تمتلك Eve
خيارات:
(أ) كرة برتقالية
(ب) الكرة الصفراء
(ج) الكرة البنية
(د) كرة بيضاء
(هـ) الكرة السوداء
(و) الكرة الحمراء
(ز) الكرة الأرجواني",(و)
"أليس وبوب وكلير وديف وحواء وفريد ​​وجيرترود راقصون في رقصة مربعة. في بداية الأغنية ، يكون لكل منهما شريك: أليس ترقص مع ميليسا ، وبوب يرقص مع أوفيليا ، وكلير ترقص مع باتريك ، وديف يرقص مع جيمي ، وحواء ترقص مع لولا ، وفريد ​​يرقص مع هيلجا ، و جيرترود ترقص مع عزي.
طوال الأغنية ، غالبًا ما يتاجر الراقصون. أولا ، أليس وفريد ​​تبديل الشركاء. بعد ذلك ، تقوم جيرترود وحواء بتبديل الشركاء. بعد ذلك ، تقوم جيرترود وأليس بتبديل الشركاء. بعد ذلك ، يقوم بوب وأليس بتبديل الشركاء. بعد ذلك ، بدّل ديف وفريد ​​الشركاء. بعد ذلك ، تتبادل حواء وأليس الشريكتين. أخيرًا ، تتبادل إيف وكلير الشركاء. في نهاية الرقصة ، ترقص جيرترود مع
خيارات:
(أ) ميليسا
(ب) أوفيليا
(ج) باتريك
(د) جيمي
(ه) لولا
(و) هيلجا
(ز) عزي",(F)
"أليس وبوب وكلير وديف وحواء وفريد ​​وجيرترود راقصون في رقصة مربعة. في بداية الأغنية ، يكون لكل منهما شريك: أليس ترقص مع أوفيليا ، وبوب يرقص مع ميليسا ، وكلير ترقص مع جيمي ، وديف يرقص مع سام ، وحواء ترقص مع باتريك ، وفريد ​​يرقص مع رودريجو ، و جيرترود ترقص مع كارل.
طوال الأغنية ، غالبًا ما يتاجر الراقصون. أولا ، ديف وكلير تبديل الشركاء. بعد ذلك ، تتبادل أليس وحواء الشركاء. بعد ذلك ، بدلت حواء وبوب الشريكين. ثم ، كلير وبوب تبديل الشركاء. ثم قام فريد وحواء بتبديل الشركاء. بعد ذلك ، قام جيرترود وديف بالتبديل بين الشركاء. أخيرًا ، يتبادل ديف وأليس الشركاء. في نهاية الرقصة ، يرقص ديف مع
خيارات:
(أ) أوفيليا
(ب) ميليسا
(ج) جيمي
(د) سام
(ه) باتريك
(ف) رودريغو
(ز) كارل",(و)
"أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود أصدقاء وقراء متعطشون لبيع الكتب أحيانًا. في بداية الفصل الدراسي ، يشتري كل منهم كتابًا جديدًا: أليس تحصل على لوليتا ، وبوب يحصل على فرانكشتاين ، وكلير تحصل على موبي ديك ، ودايف يحصل على اللؤلؤة ، وحواء تحصل على Hound of the Baskervilles ، ويحصل فريد على زمالة الحلبة ، ويحصل جيرترود على الأوديسة.
مع استمرار الفصل الدراسي ، يبدأون في التداول حول الكتب الجديدة. أولاً ، تبادل ديف وجيرترود الكتب. ثم تبادلت كلير وبوب الكتب. ثم تبادلت أليس وديف الكتب. ثم تبادل فريد وكلير الكتب. ثم تبادل ديف وفريد ​​الكتب. ثم تبادل بوب وكلير الكتب. أخيرًا ، تبادلت إيف وفريد ​​الكتب. في نهاية الفصل الدراسي ، حواء
خيارات:
(أ) لوليتا
(ب) فرانكشتاين
(ج) موبي ديك
(د) اللؤلؤة
(ه) كلب باسكرفيل
(و) زمالة الخاتم
(ز) الأوديسة",(أ)
"أليس وبوب وكلير وديف وحواء وفريد ​​وجيرترود راقصون في رقصة مربعة. في بداية الأغنية ، يكون لكل منهما شريك: أليس ترقص مع لولا ، وبوب يرقص مع ميليسا ، وكلير ترقص مع هيلجا ، وديف يرقص مع كارل ، وحواء ترقص مع سام ، وفريد ​​يرقص مع عزي ، جيرترود ترقص مع باتريك.
طوال الأغنية ، غالبًا ما يتاجر الراقصون. أولا ، أليس وحواء تبديل الشركاء. بعد ذلك ، بدّل ديف وفريد ​​الشركاء. بعد ذلك ، تتبادل إيف وكلير الشريكتين. بعد ذلك ، قام ديف وجيرترود بالتبديل بين الشركاء. بعد ذلك ، بدّل ديف وبوب الشركاء. ثم تقوم أليس وكلير بتبديل الشريكين. أخيرًا ، يتبادل Eve و Gertrude الشركاء. في نهاية الرقصة ، يرقص بوب مع
خيارات:
(أ) لولا
(ب) ميليسا
(ج) هيلجا
(د) كارل
(ه) سام
(و) عزي
(ز) باتريك",(ز)
"أليس وبوب وكلير وديف وحواء وفريد ​​وجيرترود راقصون في رقصة مربعة. في بداية الأغنية ، يكون لكل منهما شريك: أليس ترقص مع أوفيليا ، وبوب يرقص مع باتريك ، وكلير ترقص مع كارل ، وديف يرقص مع رودريجو ، وحواء ترقص مع إيزي ، وفريد ​​يرقص مع هيلجا ، و جيرترود ترقص مع جيمي.
طوال الأغنية ، غالبًا ما يتاجر الراقصون. أولا ، كلير وحواء يتبادلان الشريكين. بعد ذلك ، تقوم جيرترود وأليس بتبديل الشركاء. بعد ذلك ، يقوم بوب وأليس بتبديل الشركاء. بعد ذلك ، تبادلا حواء وجيرترود. ثم قام فريد وكلير بتبديل الشركاء. بعد ذلك ، قام فريد وبوب بتبديل الشركاء. أخيرًا ، قام ديف و فريد بتبديل الشركاء. في نهاية الرقصة ، كان فريد يرقص معها
خيارات:
(أ) أوفيليا
(ب) باتريك
(ج) كارل
(د) رودريغو
(هـ) عزي
(و) هيلجا
(ز) جيمي",(د)
"تلعب أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود لعبة. في بداية اللعبة ، كان كل منهم يحمل كرة: أليس لديها كرة أرجوانية ، وبوب لديه كرة خضراء ، وكلير لديها كرة وردية ، وديف لديها كرة حمراء ، وحواء لديها كرة زرقاء ، وفريد ​​لديه كرة بيضاء ، وجيرترود لديها كرة سوداء.
مع تقدم اللعبة ، يتبادل أزواج من اللاعبين الكرات. أولا ، حواء وديف يتبادلان الكرات. ثم تتبادل حواء وفريد ​​الكرات. ثم تبادل حواء وديف الكرات. ثم تتبادل حواء وأليس الكرات. ثم يتبادل بوب وأليس الكرات. ثم تبادلت جيرترود وكلير الكرات. أخيرًا ، يتبادل Alice و Dave الكرات. في نهاية اللعبة ، يمتلك Dave ملف
خيارات:
(أ) كرة أرجوانية
(ب) الكرة الخضراء
(ج) الكرة الوردية
(د) كرة حمراء
(هـ) الكرة الزرقاء
(و) كرة بيضاء
(ز) الكرة السوداء",(ب)
"أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود يتبادلون هدايا الفيل الأبيض. في بداية الحدث ، كان كل منهم يحمل هدية بلون مختلف: أليس لديها هدية خضراء ، وبوب لديها هدية حمراء ، وكلير لديها هدية بيضاء ، وديف لديها هدية زرقاء ، وحواء لديها هدية صفراء ، وفريد ​​لديه كرة سوداء ، ولدى جيرترود هدية أرجوانية.
مع تقدم الحدث ، يتبادل أزواج من الأشخاص الهدايا. أولاً ، يتبادل بوب وأليس هداياهما. ثم يتبادل ديف وأليس هداياهما. ثم تبادلت جيرترود وكلير هداياهما. ثم تبادل ديف وكلير هداياهما. ثم تبادلت أليس وحواء هداياهما. ثم تبادلت جيرترود وكلير هداياهما. أخيرًا ، يتبادل فريد وبوب هداياهما. في نهاية الحدث ، تمتلك أليس
خيارات:
(أ) الحاضر الأخضر
(ب) الأحمر الحاضر
(ج) الأبيض الحاضر
(د) الحاضر الأزرق
(ه) الأصفر الحاضر
(و) الكرة السوداء
(G) الأرجواني الحاضر",(و)
"أليس وبوب وكلير وديف وحواء وفريد ​​وجيرترود راقصون في رقصة مربعة. في بداية الأغنية ، يكون لكل منهما شريك: أليس ترقص مع ميليسا ، وبوب يرقص مع لولا ، وكلير ترقص مع باتريك ، وديف يرقص مع سام ، وحواء ترقص مع إيزي ، وفريد ​​يرقص مع هيلجا ، و جيرترود ترقص مع رودريجو.
طوال الأغنية ، غالبًا ما يتاجر الراقصون. أولاً ، يتبادل فريد وجيرترود الشركاء. ثم قامت كلير وفريد ​​بتبديل الشركاء. ثم يتبادل ديف وأليس الشركاء. بعد ذلك ، تقوم أليس وبوب بتبديل الشركاء. بعد ذلك ، تقوم جيرترود وحواء بتبديل الشركاء. بعد ذلك ، قام ديف وجيرترود بالتبديل بين الشركاء. أخيرًا ، يتبادل الشركاء أليس وديف. في نهاية الرقصة ، يرقص ديف مع
خيارات:
(أ) ميليسا
(ب) لولا
(ج) باتريك
(د) سام
(هـ) عزي
(و) هيلجا
(ز) رودريغو",(ب)
"أليس وبوب وكلير وديف وإيف وفريد ​​وجيرترود في نفس الفريق في مباراة كرة قدم. في بداية المباراة ، يتم تعيين كل منهم في مركز: أليس تلعب لاعب خط الوسط الأيمن ، يلعب بوب الظهير ، كلير يلعب لاعب الوسط ، ديف يلعب لاعب الوسط الأيسر ، إيف تلعب دور المهاجم ، فريد يلعب دور المشجع ، وجيرترود يلعب حارس المرمى.
مع تقدم اللعبة ، يتبادل أزواج من اللاعبين المراكز من حين لآخر. أولا ، مواقف جيرترود وبوب التجارية. ثم ، المراكز التجارية حواء وأليس. ثم ، المراكز التجارية جيرترود وديف. ثم ، المراكز التجارية ديف وفريد. ثم ، مواقف كلير وإيف التجارية. ثم ، المراكز التجارية فريد وجيرترود. أخيرًا ، مواقف فريد وكلير التجارية. في نهاية المباراة كلير تلعب
خيارات:
(أ) لاعب خط الوسط الأيمن
(ب) مدافع
(ج) لاعب وسط
(د) لاعب الوسط الأيسر
(هـ) مهاجم
(و) المشجع
(ز) حارس المرمى",(د)
