مدخل,هدف
"ابحث عن فيلم مشابه لـ Batman و The Mask و The Fugitive و Pretty Woman:
خيارات:
(أ) الصفحة الأولى
(ب) الدوامة
(ج) الأسد الملك
(د) لامريكا",(ج)
"ابحث عن فيلم مشابه لـ The Sixth Sense و The Matrix و Forrest Gump و Shawshank Redemption:
خيارات:
(أ) ستريت فايتر 2 فيلم الرسوم المتحركة
(ب) السماء المحصنة
(ج) الصبي الذي يمكن أن يطير
(د) المنهي 2 يوم القيامة",(د)
"ابحث عن فيلم مشابه لقائمة Schindler و Braveheart و The Silence of the Lambs و Tombstone:
خيارات:
(ا) اورلاندو
(ب) مذنب بالرومانسية
(ج) فورست جامب
(د) كل الفتيات الحقيقيات",(ج)
"ابحث عن فيلم مشابه لـ Terminator 2 Judgment Day، The Fugitive، The Shawshank Redemption، Dead Man Walking:
خيارات:
(مشي
(ب) لا تركض
(ج) شون ذا شيب فيلم
(د) روكي الرابع
(ه) قلب شجاع",(و)
"ابحث عن فيلم مشابه لـ Braveheart، The Mask، The Fugitive، Batman:
خيارات:
(أ) فزع النادي
(ب) جورج واشنطن
(ج) قائمة شندلر
(د) ذات مرة في أمريكا",(ج)
"ابحث عن فيلم مشابه لـ Heat و The Fugitive و Forrest Gump و The Silence of the Lambs:
خيارات:
(أ) سباق الموت 2
(ب) جولة المدفع II
(ج) عيد الاستقلال
(د) مذبحة حزب النوم الثاني",(ج)
"ابحث عن فيلم مشابه لـ Raiders of the Lost Ark ، The Shawshank Redemption ، Inception ، Pulp Fiction:
خيارات:
(أ) ما وراء مغامرة بوسيدون
(ب) الجوقة
(ج) فورست جامب
(د) دليل الكشافة إلى زومبي نهاية العالم",(ج)
"ابحث عن فيلم مشابه لـ Schindler's List و Pulp Fiction و Braveheart و Usual Suspects:
خيارات:
(أ) 12 رجلا غاضبا
(ب) مو أفضل البلوز
(C) Mindhunters
(د) فداء شاوشانك",(د)
"ابحث عن فيلم مشابه لـ Jurassic Park و The Silence of the Lambs و Schindler's List و Braveheart:
خيارات:
(أ) ليلة عصيبة
(ب) شوتايم
(ج) فورست جامب
(د) إيدي النسر",(ج)
"اعثر على فيلم مشابه لفيلم سيد الخواتم The Two Towers ، سيد الخواتم The Fellowship of the Ring ، Star Wars Episode IV - A New Hope ، The Matrix:
خيارات:
(أ) العودة
(ب) القلعة المخفية
(ج) قائمة شندلر
(د) نهاية العلاقة",(ج)
"ابحث عن فيلم مشابه لـ Forrest Gump و Pulp Fiction و The Fugitive و Dances with Wolves:
خيارات:
(أ) قلب التنين 3 لعنة الساحر
(ب) تشي راق
(ج) ستارغيت
(د) تاي غوك جي جماعة الإخوان المسلمين في الحرب",(ج)
"ابحث عن فيلم مشابه لـ Forrest Gump و The Fugitive و The Shawshank Redemption و Pulp Fiction:
خيارات:
(أ) المراسي أويغ
(ب) عودة لوني تونز إلى العمل
(ج) انتقام بوركي
(د) يرقص مع الذئاب",(د)
"ابحث عن فيلم مشابه لـ Forrest Gump و The Silence of the Lambs و Mission Impossible و Jurassic Park:
خيارات:
(أ) جو شخص ما
(ب) بعنف
(ج) عيد الاستقلال
(د) المشي الناري القمم التوأم معي",(ج)
"ابحث عن فيلم مشابه لـ The Shawshank Redemption، The Usual Suspects، Pulp Fiction، Fargo:
خيارات:
(أ) الضرر
(ب) فطيرة في السماء
(ج) الهارب
(د) كرو البلاستيسين",(ج)
"ابحث عن فيلم مشابه لـ The Fugitive، Pulp Fiction، The Usual Suspects، Terminator 2 Judgment Day:
خيارات:
(أ) مغامرة الباندا المذهلة
(ب) سويني تود
(ج) مرحبا بكم في سراييفو
(د) سبعة",(د)
"ابحث عن فيلم مشابه لـ Forrest Gump و The Silence of the Lambs و Seven و Fargo:
خيارات:
(ا) غاندي
(ب) قائمة شندلر
(ج) بعنف
(د) ريبو مان",(ب)
"ابحث عن فيلم مشابه لـ Pulp Fiction و Braveheart و Shawshank Redemption و Crimson Tide:
خيارات:
(أ) Goon Last of the Enforcers
(ب) A Very Harold & Kumar 3D Christmas
(ج) الهارب
(د) انفصال",(ج)
