Eingang,Ziel
"Auf dem Boden liegen ein lila Katzenspielzeug, zwei lila Katzenspielzeuge, drei graue Katzenspielzeuge, zwei malvenfarbene Notizbücher, drei graue Notizbücher, drei burgunderrote Katzenspielzeuge und ein lila Notizbuch. Wenn ich alle Notizbücher vom Boden entferne, wie viele graue Objekte verbleiben dann darauf?
Optionen:
(A) Null
(Knochen
(C) zwei
(D) drei
(E) vier
(F) fünf
(G) sechs
(H) sieben
(I) acht
(J) neun
(K) zehn
(L) elf
(M) zwölf
(N) dreizehn
(O) vierzehn
(P) fünfzehn
(Q) sechzehn",(D)
"Auf dem Schreibtisch sehen Sie in einer Reihe angeordnete Dinge: eine graue Tasse, eine lila Tasse und einen blauen Teddybären. Welche Farbe hat das Ding direkt rechts neben der Tasse?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(Q)
"Auf dem Nachttisch sehen Sie eine Reihe von Gegenständen: einen goldenen Teller, einen silbernen Stressball, ein fuchsiafarbenes Notizbuch, ein malvenfarbenes Armband, einen grünen Krug und einen gelben Fidget Spinner. Welche Farbe hat der Artikel direkt links neben der Kanne?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(ICH)
"Auf dem Tisch sehen Sie mehrere in einer Reihe angeordnete Gegenstände: einen fuchsiafarbenen Teddybären, einen roten Krug, ein goldenes Puzzle, ein burgunderfarbenes Armband und ein grünes Notizbuch. Wie viele nicht-magentafarbene Elemente sehen Sie rechts neben dem roten Element?
Optionen:
(A) Null
(Knochen
(C) zwei
(D) drei
(E) vier
(F) fünf
(G) sechs",(D)
"Auf dem Schreibtisch sieht man eine Menge Dinge in einer Reihe angeordnet: einen malvenfarbenen Teller, einen orangefarbenen Krug, eine burgunderrote Sonnenbrille, einen grünen Stift und einen lila Stressball. Welche Farbe hat das Ding direkt links vom burgunderroten Ding?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(B)
"Auf dem Boden sehen Sie ein grünes Armband, ein lila Katzenspielzeug, eine braune Sonnenbrille, einen schwarzen Fidget Spinner, eine rote Hundeleine und einen orangefarbenen Stift. Wie viele Objekte sind weder schwarz noch blau?
Optionen:
(A) Null
(Knochen
(C) zwei
(D) drei
(E) vier
(F) fünf
(G) sechs",(F)
"Auf dem Boden sieht man mehrere Dinge in einer Reihe angeordnet: einen blauen Buntstift, einen lila Stressball und eine burgunderrote Hundeleine. Welche Farbe hat das Ding ganz rechts?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(L)
"Auf dem Boden sehe ich einen türkisfarbenen Umschlag, einen grauen Teller, einen silbernen Bleistift und eine blaugrüne Tasse. Welche Farbe hat der Umschlag?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(K)
"Auf dem Tisch stehen ein roter Buntstift, ein rosa Notizbuch, eine gelbe Kanne und eine magentafarbene Tasse. Ist die Tasse grau?
Optionen:
(A) ja
(B) nein",(B)
"Auf dem Boden sieht man eine Reihe aufgereihter Dinge: einen blauen Umschlag, eine orangefarbene Tasse und einen grauen Stift. Welche Farbe hat das Ding, das am weitesten vom grauen Ding entfernt ist?
Optionen:
(A) rot
(B) orange
(C) gelb
(D) grün
(E) blau
(F) braun
(G) Magenta
(H) Fuchsia
(I) lila
(J) blaugrün
(K) Türkis
(L) Burgunderrot
(M) Silber
(N) Gold
(O) schwarz
(P) grau
(Q) lila
(R) rosa",(UND)
