Eingang,Ziel
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt Ulysses, Bob bekommt Frankenstein und Claire bekommt Lolita.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Claire und Bob Bücher. Dann tauschen Bob und Alice Bücher. Schließlich tauschen Claire und Bob Bücher. Am Ende des Semesters hat Bob
Optionen:
(A) Odysseus
(B) Frankenstein
(C) Lolita",(B)
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt „Hund der Baskervilles“, Bob bekommt „Die Odyssee“ und Claire bekommt „Catch-22“.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Claire und Alice Bücher. Dann tauschen Bob und Claire Bücher. Schließlich tauschen Alice und Bob Bücher. Am Ende des Semesters hat Alice
Optionen:
(A) Hund der Baskervilles
(B) Die Odyssee
(C) Catch-22",(A)
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt Frankenstein, Bob bekommt Catch-22 und Claire bekommt Ulysses.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Bob und Alice Bücher. Dann tauschen Alice und Claire Bücher. Schließlich tauschen Claire und Bob Bücher. Am Ende des Semesters hat Alice
Optionen:
(A) Frankenstein
(B) Catch-22
(C) Odysseus",(C)
"Alice, Bob und Claire sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Helga, Bob tanzt mit Lola und Claire tanzt mit Ophelia.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zuerst wechseln Alice und Bob den Partner. Dann wechseln Bob und Claire den Partner. Schließlich wechseln Alice und Bob den Partner. Am Ende des Tanzes tanzt Alice mit
Optionen:
(A) Helga
(B) Lola
(C) Ophelia",(C)
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt Frankenstein, Bob bekommt die Odyssee und Claire bekommt Lolita.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Alice und Claire Bücher. Dann tauschen Bob und Alice Bücher. Schließlich tauschen Claire und Bob Bücher. Am Ende des Semesters hat Bob
Optionen:
(A) Frankenstein
(B) Die Odyssee
(C) Lolita",(A)
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt Catch-22, Bob bekommt Moby Dick und Claire bekommt The Great Gatsby.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Claire und Bob Bücher. Dann tauschen Claire und Alice Bücher. Schließlich tauschen Bob und Claire Bücher. Am Ende des Semesters hat Alice
Optionen:
(A) Catch-22
(B) Moby Dick
(C) Der große Gatsby",(B)
"Alice, Bob und Claire sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Izzi, Bob tanzt mit Melissa und Claire tanzt mit Lola.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zuerst wechseln Claire und Alice den Partner. Dann wechseln Bob und Claire den Partner. Schließlich wechseln Alice und Bob den Partner. Am Ende des Tanzes tanzt Alice mit
Optionen:
(A) Izzi
(B) Melissa
(C) Lola",(A)
"Alice, Bob und Claire sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt „Der große Gatsby“, Bob bekommt „Die Odyssee“ und Claire bekommt „Lolita“.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Alice und Bob Bücher. Dann tauschen Alice und Claire Bücher. Schließlich tauschen Bob und Claire Bücher. Am Ende des Semesters hat Claire
Optionen:
(A) Der große Gatsby
(B) Die Odyssee
(C) Lolita",(A)
"Alice, Bob und Claire spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen braunen Ball, Bob hat einen roten Ball und Claire hat einen weißen Ball.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Claire und Bob die Bälle. Dann tauschen Bob und Alice die Bälle. Schließlich tauschen Claire und Alice die Bälle. Am Ende des Spiels hat Bob das
Optionen:
(A) braune Kugel
(B) rote Kugel
(C) weiße Kugel",(A)
"Alice, Bob und Claire spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen gelben Ball, Bob hat einen braunen Ball und Claire hat einen grünen Ball.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Bob und Claire die Bälle. Dann tauschen Bob und Alice die Bälle. Schließlich tauschen Bob und Claire die Bälle. Am Ende des Spiels hat Alice das
Optionen:
(A) gelber Ball
(B) braune Kugel
(C) grüner Ball",(C)
