input,target
"Is the following sentence plausible? ""Elias Lindholm beat the buzzer.""",no
"Is the following sentence plausible? ""John Carlson scored in the third period.""",yes
"Is the following sentence plausible? ""Marcelo got on the end of a through ball.""",yes
"Is the following sentence plausible? ""Deshaun Watson was called for the goal tend in the Eastern Conference Finals.""",no
"Is the following sentence plausible? ""Mookie Betts skated behind the net.""",no
"Is the following sentence plausible? ""John Tavares earned a trip to the penalty box in the Stanley Cup.""",yes
"Is the following sentence plausible? ""David Silva took a throw in.""",yes
"Is the following sentence plausible? ""Bryce Harper hit the back shoulder fade.""",no
"Is the following sentence plausible? ""Carles Puyol did a maradona on the defender.""",yes
"Is the following sentence plausible? ""Robin Lehner launched the desperation heave.""",no
"Is the following sentence plausible? ""Carson Wentz took to the ice.""",no
"Is the following sentence plausible? ""Kwadwo Asamoah was flagged on the play.""",no
"Is the following sentence plausible? ""Jack Flaherty walked to first base in the National League Championship Series.""",yes
"Is the following sentence plausible? ""Jayson Tatum nutmegged the defender.""",no
"Is the following sentence plausible? ""Dougie Hamilton hit the buzzer beater.""",no
"Is the following sentence plausible? ""Frederik Andersen crossed the blue line in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Freddie Freeman watched the pitch go by.""",yes
"Is the following sentence plausible? ""Adam Thielen scored in added time.""",no
"Is the following sentence plausible? ""Tom Brady converted the first down.""",yes
"Is the following sentence plausible? ""Giorgio Chiellini committed a handball in the FA Cup.""",yes
"Is the following sentence plausible? ""Tyreek Hill caught the screen pass.""",yes
"Is the following sentence plausible? ""Frederik Andersen took a three.""",no
"Is the following sentence plausible? ""Adam Thielen got on base.""",no
"Is the following sentence plausible? ""Gerard Pique scored a corner kick.""",yes
"Is the following sentence plausible? ""Kailer Yamamoto performed a slide tackle in the European Cup.""",no
"Is the following sentence plausible? ""Corbin Burnes earned an indirect kick.""",no
"Is the following sentence plausible? ""LaMelo Ball launched the half court shot in the Western Conference Finals.""",yes
"Is the following sentence plausible? ""Jonas Valanciunas beat the buzzer.""",yes
"Is the following sentence plausible? ""Zach LaVine  shot the puck.""",no
"Is the following sentence plausible? ""Nazem Kadri took a charge in the NBA Championship.""",no
"Is the following sentence plausible? ""Delon Wright went for it on fourth down.""",no
"Is the following sentence plausible? ""Malcolm Brogdon banked the shot in.""",yes
"Is the following sentence plausible? ""Michael Conforto comitted a three second violation.""",no
"Is the following sentence plausible? ""Jakub Vrana hit a walkoff homer.""",no
"Is the following sentence plausible? ""Tom Wilson scored a penalty kick.""",no
"Is the following sentence plausible? ""Aleksander Barkov passed the puck.""",yes
"Is the following sentence plausible? ""Malik Beasley  comitted a three second violation.""",yes
"Is the following sentence plausible? ""Draymond Green threw a touchdown.""",no
"Is the following sentence plausible? ""T.Y. Hilton threw a touchdown in the AFC divisional round.""",yes
"Is the following sentence plausible? ""Robert Woods converted the first down.""",yes
"Is the following sentence plausible? ""Julian Edelman fumbled the ball.""",yes
"Is the following sentence plausible? ""Neymar took a backhand shot in the Stanley Cup.""",no
"Is the following sentence plausible? ""Jonathan Marchessault scored on the power play in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Fred VanVleet scored a freekick in the Champions League Final.""",no
"Is the following sentence plausible? ""Santi Cazorla called for the screen.""",no
"Is the following sentence plausible? ""Edinson Cavani caught the screen pass.""",no
"Is the following sentence plausible? ""DJ Chark caught the back shoulder fade in the NFC divisional round.""",yes
"Is the following sentence plausible? ""Petr Cech bricked the three pointer.""",no
"Is the following sentence plausible? ""Michael Porter Jr. called for the screen.""",yes
"Is the following sentence plausible? ""Robert Lewandowski threw a touchdown.""",no
"Is the following sentence plausible? ""Philip Rivers launched a hail mary.""",yes
"Is the following sentence plausible? ""Drew Brees went for it on fourth down.""",yes
"Is the following sentence plausible? ""Kevin Durant hit a walkoff homer.""",no
"Is the following sentence plausible? ""Santi Cazorla earned a red card in the Champions League Final.""",yes
"Is the following sentence plausible? ""Ryan Tannehill hit a triple.""",no
"Is the following sentence plausible? ""Gleyber Torres got a base hit.""",yes
"Is the following sentence plausible? ""Kawhi Leonard took a turnaround jumper.""",yes
"Is the following sentence plausible? ""Brandin Cooks went for it on fourth down.""",yes
"Is the following sentence plausible? ""Clint Capela got into the endzone.""",no
"Is the following sentence plausible? ""Javier Zanetti watched the pitch go by in the National League Championship Series.""",no
"Is the following sentence plausible? ""Wayne Rooney threw a touchdown in the Superbowl.""",no
"Is the following sentence plausible? ""Tyler Boyd hit the screen pass in the NFC divisional round.""",yes
"Is the following sentence plausible? ""Marouane Fellaini scored in extra time.""",yes
"Is the following sentence plausible? ""Joao Moutinho was out at third.""",no
"Is the following sentence plausible? ""Vincent Kompany comitted a three second violation.""",no
"Is the following sentence plausible? ""Tuukka Rask killed the powerplay.""",yes
"Is the following sentence plausible? ""Juan Soto shot from beyond the arc.""",no
"Is the following sentence plausible? ""Jordan Binnington scored in the third period.""",yes
"Is the following sentence plausible? ""Malcolm Brogdon drove into the restricted area in the Eastern Conference Finals.""",yes
"Is the following sentence plausible? ""Didier Drogba got into the endzone.""",no
"Is the following sentence plausible? ""Mike Hoffman launched the half court shot in the Western Conference Finals.""",no
"Is the following sentence plausible? ""Pedro struck out the side.""",no
"Is the following sentence plausible? ""Fernando Tatis Jr. earned a red card.""",no
"Is the following sentence plausible? ""Evander Kane hit the slant pass in the AFC divisional round.""",no
"Is the following sentence plausible? ""Igor Shesterkin launched a hail mary.""",no
"Is the following sentence plausible? ""Gerrit Cole committed a handball in the European Cup.""",no
"Is the following sentence plausible? ""Philip Rivers drove into the restricted area.""",no
"Is the following sentence plausible? ""Norman Powell committed a blocking foul.""",yes
"Is the following sentence plausible? ""Nazem Kadri was out at home.""",no
"Is the following sentence plausible? ""Sterling Shepard converted the first down.""",yes
"Is the following sentence plausible? ""Mario Gomez scored a reverse layup.""",no
"Is the following sentence plausible? ""Andres Iniesta performed a give and go.""",yes
"Is the following sentence plausible? ""Drew Brees was flagged on the play.""",yes
"Is the following sentence plausible? ""Ramires scored a header goal.""",yes
"Is the following sentence plausible? ""Luis Robert was out at second.""",yes
"Is the following sentence plausible? ""Matthew Stafford launched a hail mary.""",yes
"Is the following sentence plausible? ""T.Y. Hilton drew a flag on the play.""",yes
"Is the following sentence plausible? ""Courtland Sutton hit a triple.""",no
"Is the following sentence plausible? ""Mark Stone spent time in the penalty box in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Dejounte Murray took a side-step three.""",yes
"Is the following sentence plausible? ""Mike Trout eurostepped to the basket.""",no
"Is the following sentence plausible? ""Josh Allen hit the screen pass.""",yes
"Is the following sentence plausible? ""Yaya Toure scored a freekick.""",yes
"Is the following sentence plausible? ""Sean Couturier maradona'd the defender.""",no
"Is the following sentence plausible? ""Mitchell Marner nutmegged the defender.""",no
"Is the following sentence plausible? ""Calvin Ridley skated behind the net.""",no
"Is the following sentence plausible? ""Walker Buehler earned a trip to the penalty box.""",no
"Is the following sentence plausible? ""Carlos Tevez skated backwards.""",no
"Is the following sentence plausible? ""Ben Simmons was called for the goal tend.""",yes
"Is the following sentence plausible? ""Marvin Jones lost control of the puck.""",no
"Is the following sentence plausible? ""Brad Hand hit the wheel route.""",no
"Is the following sentence plausible? ""Aleksander Barkov bricked the three pointer.""",no
"Is the following sentence plausible? ""Josh Allen caught the screen pass.""",yes
"Is the following sentence plausible? ""Connor McDavid threw a touchdown in the NFC divisional round.""",no
"Is the following sentence plausible? ""Amari Cooper scored a penalty kick.""",no
"Is the following sentence plausible? ""Mario Balotelli took a left footed shot in the Champions League Final.""",yes
"Is the following sentence plausible? ""Willian killed the powerplay.""",no
"Is the following sentence plausible? ""Kendrick Nunn took a charge.""",yes
"Is the following sentence plausible? ""Cooper Kupp scored in the third period in the Stanley Cup.""",no
"Is the following sentence plausible? ""Sean Couturier passed the puck in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Sterling Shepard hit a walkoff homer.""",no
"Is the following sentence plausible? ""Jesus Luzardo was called for slashing.""",no
"Is the following sentence plausible? ""Keenan Allen drew a flag on the play in the NFC championship.""",yes
"Is the following sentence plausible? ""Jamal Murray walked on ball four.""",no
"Is the following sentence plausible? ""Toni Kroos performed a give and go.""",yes
"Is the following sentence plausible? ""Mitchell Trubisky caught the screen pass.""",yes
"Is the following sentence plausible? ""Sergio Busquets got on base.""",no
"Is the following sentence plausible? ""Domantas Sabonis gained five yards in the AFC championship.""",no
"Is the following sentence plausible? ""De'Aaron Fox scored a bicycle kick.""",no
"Is the following sentence plausible? ""James Harden shot from outside the eighteen.""",no
"Is the following sentence plausible? ""Patrick Kane backhanded a shot in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Malcolm Brogdon eurostepped to the basket in the NBA Championship.""",yes
"Is the following sentence plausible? ""James Karinchak crossed the blue line.""",no
"Is the following sentence plausible? ""Joe Burrow gained five yards.""",yes
"Is the following sentence plausible? ""Steven Stamkos hit the slant pass.""",no
"Is the following sentence plausible? ""John Carlson entered the attacking zone in the Stanley Cup.""",yes
"Is the following sentence plausible? ""Patrice Bergeron converted the first down.""",no
"Is the following sentence plausible? ""Luke Voit was out at first.""",yes
"Is the following sentence plausible? ""Timo Meier nutmegged the defender in the FA Cup.""",no
"Is the following sentence plausible? ""Max Scherzer was safe at first.""",yes
"Is the following sentence plausible? ""Eden Hazard hit the buzzer beater.""",no
