input,target
"Oggi, Susan è andata al bar. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Susan si è svegliata alle 7 del mattino.
Linda ha visto Susan andare al parco acquatico dalle 7:00 alle 11:00.
John ha visto Susan comprare vestiti al centro commerciale dalle 11:00 alle 12:00.
Jessica ha visto Susan scattare foto vicino alla Torre Eiffel dalle 12:00 alle 13:00.
Steven ha visto Susan comprare il pranzo alla gastronomia dalle 13:00 alle 14:00.
Thomas ha visto Susan leggere in biblioteca dalle 14:00 alle 18:00.
La caffetteria è stata chiusa dopo le 21:00.
Tra quali orari Susan potrebbe essere andata al bar?
Opzioni:
(A) dalle 18:00 alle 21:00
(B) dalle 7:00 alle 11:00
(C) dalle 13:00 alle 14:00
(D) dalle 14:00 alle 18:00",(A)
"Oggi Emily è andata al campo di calcio. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Emily si è svegliata alle 10:00.
Linda ha visto Emily aspettare alla stazione dei treni dalle 10:00 alle 12:00.
Ashley ha visto Emily aggiustare il computer nel negozio di elettronica dalle 12:00 alle 13:00.
John ha visto Emily camminare verso la Statua della Libertà dalle 13:00 alle 14:00.
Il campo di calcio è stato chiuso dopo le 20:00.
In quali momenti Emily potrebbe essere andata al campo di calcio?
Opzioni:
(A) Dalle 12:00 alle 13:00
(B) dalle 10:00 alle 12:00
(C) dalle 14:00 alle 20:00
(D) dalle 13:00 alle 14:00",(C)
"Oggi Susan è andata al ristorante. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Susan si è svegliata alle 11:00.
Lisa ha visto Susan scattare foto vicino alla Torre Pendente di Pisa dalle 11:00 alle 13:00.
William ha visto Susan comprare i biscotti in una panetteria dalle 13:00 alle 15:00.
Jennifer ha visto Susan lavorare in ufficio dalle 15:00 alle 18:00.
Jason ha visto Susan camminare verso la Statua della Libertà dalle 18:00 alle 19:00.
Ashley ha visto Susan aspettare all'aeroporto dalle 19:00 alle 21:00.
Il ristorante è stato chiuso dopo le 22:00.
Tra quali orari Susan potrebbe essere andata al ristorante?
Opzioni:
(A) dalle 18:00 alle 19:00
(B) dalle 21:00 alle 22:00
(C) dalle 11:00 alle 13:00
(D) dalle 19:00 alle 21:00",(B)
"Oggi, James è andato in spiaggia. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
James si è svegliato alle 5 del mattino.
Sean ha visto James camminare verso la Statua della Libertà dalle 5:00 alle 6:00.
Michael ha visto James guidare verso il parco acquatico dalle 6:00 alle 7:00.
Anthony ha visto James leggere in biblioteca dalle 7:00 alle 15:00.
William ha visto James prendere un caffè al bar dalle 16:00 alle 21:00.
La spiaggia è stata chiusa dopo le 21:00.
In quali momenti James potrebbe essere andato in spiaggia?
Opzioni:
(A) dalle 7:00 alle 15:00
(B) dalle 5:00 alle 6:00
(C) dalle 16:00 alle 21:00
(D) dalle 15:00 alle 16:00",(D)
"Oggi, Jason è andato al cinema. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Jason si è svegliato alle 10:00.
Linda ha visto Jason prendere un caffè al bar dalle 10:00 alle 15:00.
Jennifer ha visto Jason camminare verso la Statua della Libertà dalle 18:00 alle 19:00.
Sean ha visto Jason comprare un telefono al negozio di elettronica dalle 19:00 alle 22:00.
Il cinema è stato chiuso dopo le 22:00.
Tra quali momenti Jason potrebbe essere andato al cinema?
Opzioni:
(A) dalle 15:00 alle 18:00
(B) dalle 10:00 alle 15:00
(C) dalle 19:00 alle 22:00
(D) dalle 18:00 alle 19:00",(A)
"Oggi Elizabeth è andata al luna park. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Elisabetta si è svegliata alle 6 del mattino.
Sarah ha visto Elizabeth scattare foto vicino alla Torre Pendente di Pisa dalle 8:00 alle 9:00.
Jessica ha visto Elizabeth allenarsi in palestra dalle 9:00 alle 15:00.
Betty ha visto Elizabeth guardare un film a teatro dalle 15:00 alle 19:00.
James ha visto Elizabeth fare stretching in uno studio di yoga dalle 19:00 alle 20:00.
Il parco divertimenti è stato chiuso dopo le 20:00.
In quali momenti Elizabeth potrebbe essere andata al parco dei divertimenti?
Opzioni:
(A) dalle 8:00 alle 9:00
(B) dalle 6:00 alle 8:00
(C) dalle 15:00 alle 19:00
(D) dalle 19:00 alle 20:00",(B)
"Oggi Ashley è andata in libreria. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Ashley si è svegliata alle 7 del mattino.
Leslie ha visto Ashley comprare una bicicletta al negozio di biciclette dalle 11:00 alle 12:00.
Susan ha visto Ashley allenarsi in palestra dalle 12:00 alle 16:00.
Elizabeth ha visto Ashley aspettare alla stazione dei treni dalle 16:00 alle 19:00.
Emily ha visto Ashley scattare foto vicino alla Torre di Pisa dalle 19:00 alle 21:00.
La libreria è stata chiusa dopo le 21:00.
In quali momenti Ashley potrebbe essere andata in libreria?
Opzioni:
(A) dalle 19:00 alle 21:00
(B) dalle 11:00 alle 12:00
(C) dalle 12:00 alle 16:00
(D) dalle 7:00 alle 11:00",(D)
"Oggi Sarah è andata al cantiere. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Sara si è svegliata alle 6 del mattino.
Nancy ha visto Sarah aggiustare il computer nel negozio di elettronica dalle 8:00 alle 14:00.
Betty ha visto Sarah guidare al parco acquatico dalle 14:00 alle 15:00.
Kimberly ha visto Sarah comprare vestiti al centro commerciale dalle 15:00 alle 16:00.
Emily ha visto Sarah comprare i biscotti in una panetteria dalle 16:00 alle 18:00.
David ha visto Sarah frequentare le lezioni a scuola dalle 18:00 alle 20:00.
Il cantiere è stato chiuso dopo le 20:00.
In quali momenti Sarah potrebbe essere andata al cantiere?
Opzioni:
(A) dalle 15:00 alle 16:00
(B) dalle 14:00 alle 15:00
(C) dalle 6:00 alle 8:00
(D) dalle 8:00 alle 14:00",(C)
"Oggi, Leslie è andata nella sala dell'orchestra. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Leslie si è svegliata alle 7 del mattino.
Richard ha visto Leslie camminare in giardino dalle 7:00 alle 8:00.
Leslie ha visto Leslie comprare i biscotti in una panetteria dalle 8:00 alle 9:00.
Jason ha visto Leslie comprare una bicicletta al negozio di biciclette dalle 9:00 alle 10:00.
Samantha ha visto Leslie scattare foto vicino alla Torre Eiffel dalle 10:00 alle 15:00.
Linda ha visto Leslie scattare foto vicino alla Torre di Pisa dalle 18:00 alle 20:00.
La sala dell'orchestra è stata chiusa dopo le 20:00.
In quali momenti Leslie potrebbe essere andata nella sala dell'orchestra?
Opzioni:
(A) dalle 15:00 alle 18:00
(B) dalle 9:00 alle 10:00
(C) dalle 7:00 alle 8:00
(D) dalle 10:00 alle 15:00",(A)
"Oggi Sarah è andata allo studio d'arte. Tra quali tempi potrebbero essere andati?
Lo sappiamo:
Sara si è svegliata alle 9:00.
Richard ha visto Sarah comprare una bicicletta al negozio di biciclette dalle 9:00 alle 12:00.
Betty ha visto Sarah aspettare alla stazione dei treni dalle 12:00 alle 13:00.
Michael ha visto Sarah comprare vestiti al centro commerciale dalle 13:00 alle 15:00.
Jennifer ha visto Sarah allenarsi in palestra dalle 15:00 alle 18:00.
Hannah ha visto Sarah comprare un telefono al negozio di elettronica dalle 18:00 alle 20:00.
Lo studio d'arte è stato chiuso dopo le 22:00.
Tra quali periodi Sarah potrebbe essere andata allo studio d'arte?
Opzioni:
(A) dalle 9:00 alle 12:00
(B) dalle 15:00 alle 18:00
(C) dalle 12:00 alle 13:00
(D) dalle 20:00 alle 22:00",(D)
