input,target
"Sul pavimento ci sono un giocattolo per gatti malva, due giocattoli per gatti viola, tre giocattoli per gatti grigi, due quaderni malva, tre quaderni grigi, tre giocattoli per gatti bordeaux e un quaderno viola. Se tolgo tutti i quaderni dal pavimento, quanti oggetti grigi rimangono sopra?
Opzioni:
(A) zero
(Osso
(C) due
(D) tre
(E) quattro
(F) cinque
(G) sei
(H) sette
(io) otto
(J) nove
(K) dieci
(L) undici
(M) dodici
(N) tredici
(O) quattordici
(P) quindici
(D) sedici",(D)
"Sulla scrivania vedi una serie di cose disposte in fila: una tazza grigia, una tazza viola e un orsacchiotto blu. Qual è il colore della cosa direttamente a destra della coppa?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(Q)
"Sul comodino vedi una serie di oggetti disposti in fila: un piatto d'oro, una palla antistress d'argento, un taccuino fucsia, un braccialetto malva, una brocca verde e un fidget spinner giallo. Qual è il colore dell'oggetto direttamente a sinistra della brocca?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(I)
"Sul tavolo vedi diversi oggetti disposti in fila: un orsacchiotto fucsia, una brocca rossa, un puzzle d'oro, un braccialetto bordeaux e un taccuino verde. Quanti elementi non magenta vedi a destra dell'elemento rosso?
Opzioni:
(A) zero
(Osso
(C) due
(D) tre
(E) quattro
(F) cinque
(G) sei",(D)
"Sulla scrivania vedi un mucchio di cose disposte in fila: un piatto malva, una brocca arancione, un paio di occhiali da sole bordeaux, una penna verde e una pallina antistress viola. Qual è il colore della cosa direttamente a sinistra della cosa bordeaux?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(B)
"Sul pavimento vedi un braccialetto verde, un giocattolo per gatti viola, un paio di occhiali da sole marroni, uno spinner nero, un guinzaglio rosso e una penna arancione. Quanti oggetti non sono né neri né blu?
Opzioni:
(A) zero
(Osso
(C) due
(D) tre
(E) quattro
(F) cinque
(G) sei",(F)
"Sul pavimento vedi diverse cose disposte in fila: un pastello blu, una pallina antistress viola e un guinzaglio bordeaux. Qual è il colore della cosa più a destra?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(L)
"Sul pavimento vedo una busta turchese, un piatto grigio, una matita argentata e una tazza verde acqua. Di che colore è la busta?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(K)
"Sul tavolo c'è un pastello rosso, un taccuino rosa, una brocca gialla e una tazza magenta. La tazza è grigia?
Opzioni:
(A) sì
(B) n",(B)
"Sul pavimento vedi un mucchio di cose disposte in fila: una busta blu, una tazza arancione e una penna grigia. Qual è il colore della cosa più lontana dalla cosa grigia?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(E)
"Sulla scrivania vedi una serie di oggetti disposti in fila: una pallina antistress blu, un giocattolo per gatti viola e un puzzle rosso. Qual è il colore dell'oggetto più lontano dall'oggetto rosso?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(E)
"Sul tavolo vedi diversi oggetti disposti in fila: una penna d'oro, una tazza color malva, una busta verde acqua, un portachiavi rosso e un fidget spinner turchese. Qual è il colore dell'oggetto direttamente a sinistra dell'oggetto verde acqua?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(I)
"Sul pavimento vedi diverse cose disposte in fila: un guinzaglio arancione, una tazza bordeaux, un portachiavi blu e un taccuino viola. Qual è il colore della cosa direttamente a sinistra della cosa blu?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(L)
"Sulla scrivania vedi tre tazze magenta, tre fidget spinner rossi, tre portachiavi rossi e due tazze magenta. Se tolgo tutti gli oggetti rossi dalla scrivania, quante tazze rimangono sopra?
Opzioni:
(A) zero
(Osso
(C) due
(D) tre
(E) quattro
(F) cinque
(G) sei
(H) sette
(io) otto
(J) nove
(K) dieci
(L) undici
(M) dodici
(N) tredici
(O) quattordici
(P) quindici
(D) sedici",(D)
"Sul tavolo ci sono due paia di occhiali da sole gialli, due paia di occhiali da sole rossi, tre caricabatterie per scrunchiephone rossi, tre caricabatterie per scrunchiephone grigi, un portachiavi giallo, due paia di occhiali da sole grigi e un portachiavi rosso. Se tolgo tutti i portachiavi dal tavolo, quante cose gialle rimangono sopra?
Opzioni:
(A) zero
(Osso
(C) due
(D) tre
(E) quattro
(F) cinque
(G) sei
(H) sette
(io) otto
(J) nove
(K) dieci
(L) undici
(M) dodici
(N) tredici
(O) quattordici
(P) quindici
(D) sedici",(C)
"Sul tavolo vedo una tazza turchese, un piatto bordeaux, uno spinner rosso, una penna argentata, un paio di occhiali da sole gialli e una brocca magenta. Di che colore è la penna?
Opzioni:
(Un rosso
(B) arancione
(C) giallo
(D) verde
(E) blu
(F) marrone
(G) magenta
(H) fucsia
(I) malva
(J) verde acqua
(K) turchese
(L) bordeaux
(M) argento
(N) oro
(O) nero
(P) grigio
(D) viola
(R) rosa",(M)
