input,target
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Ulisse, Bob ottiene Frankenstein e Claire ottiene Lolita.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Claire e Bob si scambiano i libri. Quindi, Bob e Alice si scambiano i libri. Alla fine, Claire e Bob si scambiano i libri. Alla fine del semestre, Bob ha
Opzioni:
(A) Ulisse
(B)Frankenstein
(C) Lolita",(B)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Il mastino dei Baskerville, Bob ottiene L'Odissea e Claire ottiene Catch-22.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Claire e Alice si scambiano i libri. Quindi, Bob e Claire si scambiano i libri. Alla fine, Alice e Bob si scambiano i libri. Alla fine del semestre, Alice ha
Opzioni:
(A) Segugio dei Baskerville
(B) L'Odissea
(C) Comma 22",(A)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Frankenstein, Bob ottiene Catch-22 e Claire ottiene Ulisse.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Bob e Alice si scambiano i libri. Quindi, Alice e Claire si scambiano i libri. Alla fine, Claire e Bob si scambiano i libri. Alla fine del semestre, Alice ha
Opzioni:
(A)Frankenstein
(B) Comma 22
(C) Ulisse",(C)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Helga, Bob sta ballando con Lola e Claire sta ballando con Ofelia.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Alice e Bob cambiano partner. Quindi, Bob e Claire cambiano partner. Alla fine, Alice e Bob cambiano partner. Alla fine del ballo, balla con Alice
Opzioni:
(A) Helga
(B) Lolla
(C) Ofelia",(C)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Frankenstein, Bob ottiene The Odyssey e Claire ottiene Lolita.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Claire si scambiano i libri. Quindi, Bob e Alice si scambiano i libri. Alla fine, Claire e Bob si scambiano i libri. Alla fine del semestre, Bob ha
Opzioni:
(A)Frankenstein
(B) L'Odissea
(C) Lolita",(A)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Catch-22, Bob ottiene Moby Dick e Claire ottiene The Great Gatsby.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Claire e Bob si scambiano i libri. Quindi, Claire e Alice si scambiano i libri. Alla fine, Bob e Claire si scambiano i libri. Alla fine del semestre, Alice ha
Opzioni:
(A) Comma 22
(B) Moby Dick
(C) Il grande Gatsby",(B)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Izzi, Bob sta ballando con Melissa e Claire sta ballando con Lola.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Claire e Alice cambiano partner. Quindi, Bob e Claire cambiano partner. Alla fine, Alice e Bob cambiano partner. Alla fine del ballo, balla con Alice
Opzioni:
(A) Izi
(B) Melissa
(C) Lolla",(A)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Il grande Gatsby, Bob ottiene L'Odissea e Claire ottiene Lolita.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Bob si scambiano i libri. Quindi, Alice e Claire si scambiano i libri. Alla fine, Bob e Claire si scambiano i libri. Alla fine del semestre, Claire ha
Opzioni:
(A) Il grande Gatsby
(B) L'Odissea
(C) Lolita",(A)
"Alice, Bob e Claire stanno giocando. All'inizio del gioco, ognuno di loro ha in mano una palla: Alice ha una palla marrone, Bob ha una palla rossa e Claire ha una palla bianca.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Claire e Bob si scambiano le palle. Quindi, Bob e Alice si scambiano le palle. Alla fine, Claire e Alice si scambiano le palle. Alla fine del gioco, Bob ha il
Opzioni:
(A) palla marrone
(B) palla rossa
(C) palla bianca",(A)
"Alice, Bob e Claire stanno giocando. All'inizio del gioco, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla marrone e Claire ha una palla verde.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Bob e Claire si scambiano le palle. Quindi, Bob e Alice si scambiano le palle. Alla fine, Bob e Claire si scambiano le palle. Alla fine del gioco, Alice ha il
Opzioni:
(A) palla gialla
(B) palla marrone
(C) palla verde",(C)
"Alice, Bob e Claire stanno giocando. All'inizio del gioco, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla arancione e Claire ha una palla bianca.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Claire e Alice si scambiano le palle. Quindi, Bob e Alice si scambiano le palle. Alla fine, Bob e Claire si scambiano le palle. Alla fine del gioco, Bob ha il
Opzioni:
(A) palla gialla
(B) palla arancione
(C) palla bianca",(A)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Karl, Bob sta ballando con Rodrigo e Claire sta ballando con Helga.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Bob e Alice cambiano partner. Quindi, Alice e Claire cambiano partner. Alla fine, Alice e Bob cambiano partner. Alla fine del ballo, balla con Alice
Opzioni:
(A) Carlo
(B) Rodrigo
(C) Helga",(A)
"Alice, Bob e Claire stanno organizzando uno scambio di regali con elefanti bianchi. All'inizio dell'evento, ognuno di loro tiene un regalo di un colore diverso: Alice ha un regalo rosso, Bob ha una palla nera e Claire ha un regalo bianco.
Man mano che l'evento procede, coppie di persone si scambiano regali. Per prima cosa, Bob e Alice si scambiano i regali. Quindi, Claire e Bob si scambiano i regali. Alla fine, Alice e Claire si scambiano i regali. Alla fine dell'evento, Bob ha il
Opzioni:
(A) rosso presente
(B) palla nera
(C) bianco presente",(C)
"Alice, Bob e Claire stanno organizzando uno scambio di regali con elefanti bianchi. All'inizio dell'evento, ognuno di loro tiene un regalo di un colore diverso: Alice ha una palla arancione, Bob ha un regalo viola e Claire ha un regalo rosso.
Man mano che l'evento procede, coppie di persone si scambiano regali. Per prima cosa, Claire e Bob si scambiano i regali. Quindi, Alice e Bob si scambiano i regali. Alla fine, Claire e Alice si scambiano i regali. Alla fine dell'evento, Claire ha il
Opzioni:
(A) palla arancione
(B) viola presente
(C) rosso presente",(C)
"Alice, Bob e Claire stanno giocando. All'inizio del gioco, ognuno di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla rossa e Claire ha una palla gialla.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Claire e Bob si scambiano le palle. Quindi, Claire e Alice si scambiano le palle. Alla fine, Bob e Claire si scambiano le palle. Alla fine del gioco, Claire ha il
Opzioni:
(A) palla blu
(B) palla rossa
(C) palla gialla",(C)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Ophelia, Bob sta ballando con Jamie e Claire sta ballando con Rodrigo.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Bob e Claire cambiano partner. Quindi, Alice e Bob cambiano partner. Alla fine, Bob e Claire cambiano partner. Alla fine del ballo, Bob sta ballando
Opzioni:
(A) Ofelia
(B) Jamie
(C) Rodrigo",(B)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Frankenstein, Bob ottiene Moby Dick e Claire ottiene La compagnia dell'anello.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Bob si scambiano i libri. Quindi, Claire e Alice si scambiano i libri. Alla fine, Bob e Claire si scambiano i libri. Alla fine del semestre, Bob ha
Opzioni:
(A)Frankenstein
(B) Moby Dick
(C) La Compagnia dell'Anello",(B)
"Alice, Bob e Claire sono nella stessa squadra in una partita di calcio. All'inizio della partita, a ciascuno di loro viene assegnata una posizione: Alice gioca come portiere, Bob gioca come ala sinistra e Claire gioca come centrocampista centrale.
Man mano che il gioco procede, le coppie di giocatori si scambiano di tanto in tanto le posizioni. Per prima cosa, Claire e Bob si scambiano le posizioni. Quindi, Alice e Bob si scambiano le posizioni. Alla fine, Claire e Alice si scambiano le posizioni. Alla fine della partita, Alice sta giocando
Opzioni:
(A) portiere
(B) ala sinistra
(C) centrocampista centrale",(B)
"Alice, Bob e Claire sono nella stessa squadra in una partita di calcio. All'inizio della partita, a ciascuno di loro viene assegnata una posizione: Alice gioca come cheerleader, Bob gioca come ala destra e Claire gioca come scaldapanca.
Man mano che il gioco procede, le coppie di giocatori si scambiano di tanto in tanto le posizioni. Per prima cosa, Alice e Claire si scambiano le posizioni. Quindi, Bob e Claire si scambiano le posizioni. Infine, Alice e Bob si scambiano le posizioni. Alla fine della partita, Alice sta giocando
Opzioni:
(A) cheerleader
(B) ala destra
(C) scaldapanca",(A)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Il grande Gatsby, Bob ottiene Frankenstein e Claire ottiene Ulisse.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Claire si scambiano i libri. Quindi, Bob e Claire si scambiano i libri. Alla fine, Claire e Alice si scambiano i libri. Alla fine del semestre, Alice ha
Opzioni:
(A) Il grande Gatsby
(B)Frankenstein
(C) Ulisse",(B)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Ophelia, Bob sta ballando con Lola e Claire sta ballando con Izzi.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Bob e Claire cambiano partner. Quindi, Claire e Alice cambiano partner. Alla fine, Alice e Bob cambiano partner. Alla fine del ballo, balla con Alice
Opzioni:
(A) Ofelia
(B) Lolla
(C) Izi",(C)
"Alice, Bob e Claire sono nella stessa squadra in una partita di calcio. All'inizio della partita, a ciascuno di loro viene assegnata una posizione: Alice gioca come centrocampista destro, Bob gioca come centrocampista centrale e Claire gioca come attaccante.
Man mano che il gioco procede, le coppie di giocatori si scambiano di tanto in tanto le posizioni. Innanzitutto, Alice e Bob si scambiano le posizioni. Quindi, Alice e Claire si scambiano le posizioni. Alla fine, Bob e Claire si scambiano le posizioni. Alla fine della partita, Claire sta giocando
Opzioni:
(A) centrocampista destro
(B) centrocampista centrale
(C) attaccante",(A)
"Alice, Bob e Claire sono ballerini di una piazza di ballo. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Helga, Bob sta ballando con Patrick e Claire sta ballando con Sam.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Claire e Alice cambiano partner. Quindi, Claire e Bob cambiano partner. Alla fine, Alice e Bob cambiano partner. Alla fine del ballo, balla con Alice
Opzioni:
(A) Helga
(B) Patrizio
(C) Sam",(A)
"Alice, Bob e Claire stanno giocando. All'inizio del gioco, ognuno di loro ha in mano una palla: Alice ha una palla viola, Bob ha una palla gialla e Claire ha una palla arancione.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Claire e Bob si scambiano le palle. Quindi, Bob e Alice si scambiano le palle. Alla fine, Claire e Bob si scambiano le palle. Alla fine del gioco, Claire ha il
Opzioni:
(A) palla viola
(B) palla gialla
(C) palla arancione",(A)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Frankenstein, Bob ottiene Il grande Gatsby e Claire ottiene Ulisse.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Bob si scambiano i libri. Quindi, Claire e Bob si scambiano i libri. Alla fine, Bob e Alice si scambiano i libri. Alla fine del semestre, Alice ha
Opzioni:
(A)Frankenstein
(B) Il grande Gatsby
(C) Ulisse",(C)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Frankenstein, Bob ottiene La perla e Claire ottiene La compagnia dell'anello.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Bob e Claire si scambiano i libri. Quindi, Bob e Alice si scambiano i libri. Alla fine, Claire e Alice si scambiano i libri. Alla fine del semestre, Bob ha
Opzioni:
(A)Frankenstein
(B) La Perla
(C) La Compagnia dell'Anello",(A)
"Alice, Bob e Claire stanno organizzando uno scambio di regali con elefanti bianchi. All'inizio dell'evento, ognuno di loro tiene un regalo di un colore diverso: Alice ha una palla rosa, Bob ha una palla arancione e Claire ha un regalo bianco.
Man mano che l'evento procede, coppie di persone si scambiano regali. Per prima cosa, Bob e Claire si scambiano i regali. Quindi, Alice e Claire si scambiano i loro doni. Alla fine, Bob e Claire si scambiano i regali. Alla fine dell'evento, Bob ha il
Opzioni:
(A) palla rosa
(B) palla arancione
(C) bianco presente",(A)
"Alice, Bob e Claire stanno organizzando uno scambio di regali con elefanti bianchi. All'inizio dell'evento, ognuno di loro tiene un regalo di un colore diverso: Alice ha una palla rosa, Bob ha un regalo bianco e Claire ha un regalo blu.
Man mano che l'evento procede, coppie di persone si scambiano regali. Per prima cosa, Bob e Claire si scambiano i regali. Quindi, Claire e Alice si scambiano i loro doni. Alla fine, Claire e Bob si scambiano i regali. Alla fine dell'evento, Alice ha il
Opzioni:
(A) palla rosa
(B) bianco presente
(C) blu presente",(B)
"Alice, Bob e Claire sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro acquista un nuovo libro: Alice ottiene Frankenstein, Bob ottiene Il grande Gatsby e Claire ottiene Ulisse.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Alice e Bob si scambiano i libri. Quindi, Claire e Bob si scambiano i libri. Alla fine, Bob e Alice si scambiano i libri. Alla fine del semestre, Claire ha
Opzioni:
(A)Frankenstein
(B) Il grande Gatsby
(C) Ulisse",(A)
