input,target
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su un ramo ci sono cinque uccelli: una quaglia, un gufo, un corvo, un falco e un pettirosso. Il gufo è il più a sinistra. Il pettirosso è a sinistra del corvo. La quaglia è la più a destra. Il corvo è il terzo da sinistra.
Opzioni:
(A) La quaglia è la più a destra
(B) Il gufo è quello più a destra
(C) Il corvo è quello più a destra
(D) Il falco è quello più a destra
(E) Il pettirosso è quello più a destra",(A)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono cinque veicoli: un'autovettura a tre oa cinque porte, un autobus, una decappottabile, un trattore e un minivan. Il trattore è più vecchio dell'autobus. Il minivan è più nuovo dell'autobus. La berlina è la seconda più recente. Il minivan è più vecchio della decappottabile.
Opzioni:
(A) La berlina è la seconda più antica
(B) L'autobus è il secondo più vecchio
(C) La decappottabile è la seconda più antica
(D) Il trattore è il secondo più vecchio
(E) Il minivan è il secondo più vecchio",(B)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono cinque libri: un libro giallo, un libro verde, un libro grigio, un libro blu e un libro arancione. Il libro grigio è a sinistra del libro verde. Il libro grigio è il secondo da destra. Il libro giallo è a destra del libro arancione. Il libro blu è il secondo da sinistra.
Opzioni:
(A) Il libro giallo è quello più a sinistra
(B) Il libro verde è quello più a sinistra
(C) Il libro grigio è quello più a sinistra
(D) Il libro blu è quello più a sinistra
(E) Il libro arancione è quello più a sinistra",(E)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su un ramo ci sono cinque uccelli: un corvo, un gufo, un cardinale, un colibrì e un pettirosso. Il cardinale è quello più a destra. Il corvo è a sinistra del gufo. Il pettirosso è alla destra del colibrì. Il colibrì è il terzo da sinistra.
Opzioni:
(A) Il corvo è il secondo da sinistra
(B) Il gufo è il secondo da sinistra
(C) Il cardinale è il secondo da sinistra
(D) Il colibrì è il secondo da sinistra
(E) Il pettirosso è il secondo da sinistra",(B)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono cinque libri: un libro verde, un libro arancione, un libro grigio, un libro giallo e un libro viola. Il libro verde è quello più a destra. Il libro grigio è a destra del libro arancione. Il libro viola è a sinistra del libro giallo. Il libro viola è a destra del libro grigio.
Opzioni:
(A) Il libro verde è il secondo da destra
(B) Il libro arancione è il secondo da destra
(C) Il libro grigio è il secondo da destra
(D) Il libro giallo è il secondo da destra
(E) Il libro viola è il secondo da destra",(D)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono cinque libri: un libro bianco, un libro verde, un libro marrone, un libro grigio e un libro arancione. Il libro grigio è a destra del libro arancione. Il libro verde è il secondo da destra. Il libro marrone è a destra del libro bianco. Il libro marrone è a sinistra del libro arancione.
Opzioni:
(A) Il libro bianco è il terzo da sinistra
(B) Il libro verde è il terzo da sinistra
(C) Il libro marrone è il terzo da sinistra
(D) Il libro grigio è il terzo da sinistra
(E) Il libro arancione è il terzo da sinistra",(E)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono cinque veicoli: una decappottabile, un autobus, un minivan, un camion e una berlina. La decappottabile è più nuova del camion. Il minivan è il più nuovo. L'autobus è il terzo più nuovo. Il camion è più nuovo della berlina.
Opzioni:
(A) La decappottabile è la più recente
(B) L'autobus è il più nuovo
(C) Il minivan è il più nuovo
(D) Il camion è il più nuovo
(E) La berlina è la più recente",(C)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In un torneo di golf c'erano cinque giocatori: Rob, Ada, Dan, Joe e Mel. Ada ha finito sopra Mel. Mel ha finito sopra Dan. Joe è finito sotto Dan. Ada è arrivata seconda.
Opzioni:
(A) Rob è arrivato ultimo
(B) Ada è arrivata ultima
(C) Dan è arrivato ultimo
(D) Joe è arrivato ultimo
(E) Mel è arrivato ultimo",(D)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono cinque libri: un libro bianco, un libro verde, un libro marrone, un libro grigio e un libro arancione. Il libro grigio è a destra del libro arancione. Il libro verde è il secondo da destra. Il libro marrone è a destra del libro bianco. Il libro marrone è a sinistra del libro arancione.
Opzioni:
(A) Il libro bianco è quello più a destra
(B) Il libro verde è quello più a destra
(C) Il libro marrone è quello più a destra
(D) Il libro grigio è quello più a destra
(E) Il libro arancione è quello più a destra",(D)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono cinque veicoli: una decappottabile, una berlina, un trattore, un minivan e una limousine. Il trattore è più nuovo del minivan. Il trattore è più vecchio della limousine. La decappottabile è più vecchia della berlina. La decappottabile è la seconda più recente.
Opzioni:
(A) La decappottabile è la seconda più antica
(B) La berlina è la seconda più antica
(C) Il trattore è il secondo più vecchio
(D) Il minivan è il secondo più vecchio
(E) La limousine è la seconda più antica",(C)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Un banco di frutta vende cinque frutti: kiwi, pere, pesche, nespole e mele. Le nespole sono più costose dei kiwi. Le pere sono più costose delle pesche. Le mele sono più costose delle nespole. Le mele costano meno delle pesche.
Opzioni:
(A) I kiwi sono i secondi più economici
(B) Le pere sono le seconde più economiche
(C) Le pesche sono le seconde più economiche
(D) Le nespole sono le seconde più economiche
(E) Le mele sono le seconde più economiche",(D)
"I paragrafi seguenti descrivono ciascuno un insieme di cinque oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Un banco di frutta vende cinque frutti: arance, meloni, pesche, nespole e kiwi. Le pesche sono più costose delle arance. I meloni sono più costosi delle pesche. I kiwi sono i terzi più costosi. Le nespole sono le seconde più economiche.
Opzioni:
(A) Le arance sono le più costose
(B) I meloni sono i più costosi
(C) Le pesche sono le più costose
(D) Le nespole sono le più costose
(E) I kiwi sono i più costosi",(B)
