input,target
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su un ramo ci sono tre uccelli: una ghiandaia azzurra, una quaglia e un falco. Il falco è a destra della ghiandaia blu. La ghiandaia blu è a destra della quaglia.
Opzioni:
(A) La ghiandaia blu è la seconda da sinistra
(B) La quaglia è la seconda da sinistra
(C) Il falco è il secondo da sinistra",(A)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono tre veicoli: una motocicletta, una limousine e una decappottabile. La motocicletta è più nuova della limousine. La decappottabile è più recente della motocicletta.
Opzioni:
(A) La motocicletta è la più vecchia
(B) La limousine è la più vecchia
(C) La decappottabile è la più vecchia",(B)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono tre libri: un libro blu, un libro arancione e un libro rosso. Il libro blu è quello più a destra. Il libro arancione è quello più a sinistra.
Opzioni:
(A) Il libro blu è il secondo da sinistra
(B) Il libro arancione è il secondo da sinistra
(C) Il libro rosso è il secondo da sinistra",(C)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su un ramo ci sono tre uccelli: un pettirosso, una ghiandaia azzurra e un corvo. Il pettirosso è alla destra del corvo. Il pettirosso è a sinistra della ghiandaia blu.
Opzioni:
(A) Il pettirosso è quello più a destra
(B) La ghiandaia blu è quella più a destra
(C) Il corvo è quello più a destra",(B)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono tre libri: un libro verde, un libro rosso e un libro blu. Il libro rosso è quello più a destra. Il libro blu è a destra del libro verde.
Opzioni:
(A) Il libro verde è quello più a destra
(B) Il libro rosso è quello più a destra
(C) Il libro blu è quello più a destra",(B)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Una bancarella di frutta vende tre frutti: mele, pesche e mango. I manghi sono meno costosi delle pesche. Le mele sono meno costose dei mango.
Opzioni:
(A) Le mele sono le seconde più costose
(B) Le pesche sono le seconde più costose
(C) I manghi sono i secondi più costosi",(C)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono tre veicoli: un trattore, un camion e un minivan. Il minivan è più nuovo del camion. Il trattore è più vecchio del camion.
Opzioni:
(A) Il trattore è il più recente
(B) Il camion è il più nuovo
(C) Il minivan è il più nuovo",(C)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In un torneo di golf c'erano tre golfisti: Eve, Rob e Mel. Rob è finito sotto Mel. Mel è finito sotto Eve.
Opzioni:
(A) Eva è arrivata prima
(B) Rob è arrivato primo
(C) Mel è arrivato primo",(A)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono tre libri: un libro arancione, un libro giallo e un libro blu. Il libro blu è a destra del libro giallo. Il libro arancione è il secondo da sinistra.
Opzioni:
(A) Il libro arancione è il secondo da sinistra
(B) Il libro giallo è il secondo da sinistra
(C) Il libro blu è il secondo da sinistra",(A)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. In una mostra di auto d'epoca ci sono tre veicoli: una station wagon, un minivan e un camion. Il minivan è più nuovo del camion. La station wagon è più nuova del minivan.
Opzioni:
(A) La station wagon è la più recente
(B) Il minivan è il più nuovo
(C) Il camion è il più nuovo",(A)
"I paragrafi seguenti descrivono ciascuno un insieme di tre oggetti disposti in un ordine fisso. Le affermazioni sono logicamente coerenti all'interno di ogni paragrafo. Su uno scaffale ci sono tre libri: un libro grigio, un libro viola e un libro rosso. Il libro viola è a sinistra del libro rosso. Il libro grigio è a sinistra del libro viola.
Opzioni:
(A) Il libro grigio è quello più a sinistra
(B) Il libro viola è quello più a sinistra
(C) Il libro rosso è quello più a sinistra",(A)
