input,target
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono nella stessa squadra in una partita di calcio. All'inizio della partita, ognuno di loro viene assegnato a una posizione: Alice gioca come attaccante, Bob gioca come ala destra, Claire gioca come ala sinistra, Dave gioca come scaldapanca, Eve gioca come portiere, Fred come centrocampista centrale e Gertrude come cheerleader.
Man mano che il gioco procede, le coppie di giocatori si scambiano di tanto in tanto le posizioni. Per prima cosa, Eve e Claire si scambiano le posizioni. Quindi, Gertrude e Alice si scambiano le posizioni. Quindi, Fred e Bob si scambiano le posizioni. Quindi, Dave e Fred si scambiano le posizioni. Quindi, Fred e Bob si scambiano le posizioni. Quindi, Bob ed Eve si scambiano le posizioni. Alla fine, Claire e Alice si scambiano le posizioni. Alla fine della partita, Gertrude sta giocando
Opzioni:
(A) attaccante
(B) ala destra
(C) ala sinistra
(D) scaldapanca
(E) portiere
(F) centrocampista centrale
(G) cheerleader",(A)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude stanno giocando. All'inizio del gioco, ognuno di loro tiene una palla: Alice ha una palla arancione, Bob ha una palla gialla, Claire ha una palla marrone, Dave ha una palla bianca, Eve ha una palla nera, Fred ha una palla rossa e Gertrude ha una palla viola.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Claire e Bob si scambiano le palle. Quindi, Claire e Dave si scambiano le palle. Quindi, Fred e Gertrude si scambiano le palle. Quindi, Eve e Claire si scambiano le palle. Quindi, Eve e Fred si scambiano le palle. Quindi, Alice e Dave si scambiano le palle. Alla fine, Eve e Claire si scambiano le palle. Alla fine del gioco, Eve ha il
Opzioni:
(A) palla arancione
(B) palla gialla
(C) palla marrone
(D) palla bianca
(E) palla nera
(F) palla rossa
(G) palla viola",(E)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono ballerini di un ballo quadrato. All'inizio di una canzone, ognuno di loro ha un partner: Alice balla con Melissa, Bob balla con Ofelia, Claire balla con Patrick, Dave balla con Jamie, Eve balla con Lola, Fred balla con Helga e Gertrude balla con Izzi.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Alice e Fred cambiano partner. Quindi, Gertrude ed Eve cambiano partner. Quindi, Gertrude e Alice cambiano partner. Quindi, Bob e Alice cambiano partner. Quindi, Dave e Fred cambiano partner. Quindi, Eve e Alice cambiano partner. Alla fine, Eve e Claire cambiano partner. Alla fine del ballo, balla con Gertrude
Opzioni:
(A) Melissa
(B) Ofelia
(C) Patrizio
(D) Jamie
(E) Lolla
(F) Helga
(G) Izzi",(F)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono ballerini di un ballo quadrato. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Ophelia, Bob sta ballando con Melissa, Claire sta ballando con Jamie, Dave sta ballando con Sam, Eve sta ballando con Patrick, Fred sta ballando con Rodrigo e Gertrude sta ballando con Karl.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Dave e Claire cambiano partner. Quindi, Alice ed Eve cambiano partner. Quindi, Eve e Bob cambiano partner. Quindi, Claire e Bob cambiano partner. Quindi, Fred ed Eve cambiano partner. Quindi, Gertrude e Dave cambiano partner. Alla fine, Dave e Alice cambiano partner. Alla fine del ballo, Dave sta ballando
Opzioni:
(A) Ofelia
(B) Melissa
(C) Jaime
(D) Sam
(E) Patrizio
(F) Rodrigo
(G) Carlo",(E)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono amici e avidi lettori che occasionalmente si scambiano libri. All'inizio del semestre, ognuno di loro compra un nuovo libro: Alice ottiene Lolita, Bob ottiene Frankenstein, Claire ottiene Moby Dick, Dave ottiene The Pearl, Eve ottiene Hound of the Baskervilles, Fred ottiene The Fellowship of the Ring e Gertrude ottiene The Odyssey.
Con il procedere del semestre, iniziano a fare trading sui nuovi libri. Per prima cosa, Dave e Gertrude si scambiano i libri. Quindi, Claire e Bob si scambiano i libri. Quindi, Alice e Dave si scambiano i libri. Quindi, Fred e Claire si scambiano i libri. Quindi, Dave e Fred si scambiano i libri. Quindi, Bob e Claire si scambiano i libri. Alla fine, Eve e Fred si scambiano i libri. Alla fine del semestre, Eve ha
Opzioni:
(A) Lolita
(B)Frankenstein
(C) Moby Dick
(D) La Perla
(E) Segugio dei Baskerville
(F) La Compagnia dell'Anello
(G) L'Odissea",(A)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono ballerini di un ballo quadrato. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Lola, Bob sta ballando con Melissa, Claire sta ballando con Helga, Dave sta ballando con Karl, Eve sta ballando con Sam, Fred sta ballando con Izzi e Gertrude sta ballando con Patrick.
Durante la canzone, i ballerini spesso scambiano partner. Innanzitutto, Alice ed Eve cambiano partner. Quindi, Dave e Fred cambiano partner. Quindi, Eve e Claire cambiano partner. Quindi, Dave e Gertrude cambiano partner. Quindi, Dave e Bob cambiano partner. Quindi, Alice e Claire cambiano partner. Alla fine, Eve e Gertrude cambiano partner. Alla fine del ballo, Bob sta ballando
Opzioni:
(A) Lolla
(B) Melissa
(C) Helga
(D) Carlo
(E) Sam
(F) Izzi
(G) Patrizio",(G)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono ballerini di un ballo quadrato. All'inizio di una canzone, ognuno di loro ha un partner: Alice sta ballando con Ophelia, Bob sta ballando con Patrick, Claire sta ballando con Karl, Dave sta ballando con Rodrigo, Eve sta ballando con Izzi, Fred sta ballando con Helga e Gertrude sta ballando con Jamie.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Claire ed Eve cambiano partner. Quindi, Gertrude e Alice cambiano partner. Quindi, Bob e Alice cambiano partner. Quindi, Eve e Gertrude cambiano partner. Quindi, Fred e Claire cambiano partner. Quindi, Fred e Bob cambiano partner. Alla fine, Dave e Fred cambiano partner. Alla fine del ballo, balla con Fred
Opzioni:
(A) Ofelia
(B) Patrizio
(C) Carlo
(D) Rodrigo
(E) Izzi
(F) Helga
(G) Jamie",(D)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude stanno giocando. All'inizio del gioco, ognuno di loro tiene una palla: Alice ha una palla viola, Bob ha una palla verde, Claire ha una palla rosa, Dave ha una palla rossa, Eve ha una palla blu, Fred ha una palla bianca e Gertrude ha una palla nera.
Man mano che il gioco procede, le coppie di giocatori si scambiano le palle. Per prima cosa, Eve e Dave si scambiano le palle. Quindi, Eve e Fred si scambiano le palle. Quindi, Eve e Dave si scambiano le palle. Quindi, Eve e Alice si scambiano le palle. Quindi, Bob e Alice si scambiano le palle. Quindi, Gertrude e Claire si scambiano le palle. Alla fine, Alice e Dave si scambiano le palle. Alla fine del gioco, Dave ha il
Opzioni:
(A) palla viola
(B) palla verde
(C) palla rosa
(D) palla rossa
(E) palla blu
(F) palla bianca
(G) palla nera",(B)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude stanno organizzando uno scambio di regali con elefanti bianchi. All'inizio dell'evento, ognuno di loro tiene un regalo di un colore diverso: Alice ha un regalo verde, Bob ha un regalo rosso, Claire ha un regalo bianco, Dave ha un regalo blu, Eve ha un regalo giallo, Fred ha una palla nera e Gertrude ha un regalo viola.
Man mano che l'evento procede, coppie di persone si scambiano regali. Per prima cosa, Bob e Alice si scambiano i regali. Quindi, Dave e Alice si scambiano i regali. Quindi, Gertrude e Claire si scambiano i doni. Quindi, Dave e Claire si scambiano i regali. Quindi, Alice ed Eve si scambiano i loro doni. Quindi, Gertrude e Claire si scambiano i doni. Alla fine, Fred e Bob si scambiano i regali. Alla fine dell'evento, Alice ha il
Opzioni:
(A) verde presente
(B) rosso presente
(C) bianco presente
(D) blu presente
(E) giallo presente
(F) palla nera
(G) viola presente",(E)
"Alice, Bob, Claire, Dave, Eve, Fred e Gertrude sono ballerini di un ballo quadrato. All'inizio di una canzone, ognuno di loro ha un partner: Alice balla con Melissa, Bob balla con Lola, Claire balla con Patrick, Dave balla con Sam, Eve balla con Izzi, Fred balla con Helga e Gertrude balla con Rodrigo.
Durante la canzone, i ballerini spesso scambiano partner. Per prima cosa, Fred e Gertrude cambiano partner. Quindi, Claire e Fred cambiano partner. Quindi, Dave e Alice cambiano partner. Quindi, Alice e Bob cambiano partner. Quindi, Gertrude ed Eve cambiano partner. Quindi, Dave e Gertrude cambiano partner. Alla fine, Alice e Dave cambiano partner. Alla fine del ballo, Dave sta ballando
Opzioni:
(A) Melissa
(B) Lolla
(C) Patrizio
(D) Sam
(E) Izzi
(F) Helga
(G) Rodrigo",(B)
