aporte,objetivo
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: una codorniz, un búho, un cuervo, un halcón y un petirrojo. El búho es el más a la izquierda. El petirrojo está a la izquierda del cuervo. La codorniz es la más a la derecha. El cuervo es el tercero desde la izquierda.
Opciones:
(A) La codorniz es la más a la derecha.
(B) El búho es el más a la derecha.
(C) El cuervo es el más a la derecha.
(D) El halcón es el más a la derecha.
(E) El petirrojo es el que está más a la derecha.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de automóviles antiguos hay cinco vehículos: un hatchback, un autobús, un descapotable, un tractor y una minivan. El tractor es más viejo que el autobús. La minivan es más nueva que el autobús. El hatchback es el segundo más nuevo. La minivan es más antigua que el descapotable.
Opciones:
(A) El hatchback es el segundo más antiguo.
(B) El autobús es el segundo más antiguo.
(C) El convertible es el segundo más antiguo.
(D) El tractor es el segundo más antiguo.
(E) La minivan es la segunda más antigua.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro amarillo, un libro verde, un libro gris, un libro azul y un libro naranja. El libro gris está a la izquierda del libro verde. El libro gris es el segundo desde la derecha. El libro amarillo está a la derecha del libro naranja. El libro azul es el segundo desde la izquierda.
Opciones:
(A) El libro amarillo es el que está más a la izquierda.
(B) El libro verde es el que está más a la izquierda.
(C) El libro gris es el que está más a la izquierda.
(D) El libro azul es el que está más a la izquierda.
(E) El libro naranja es el más a la izquierda.",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un cuervo, un búho, un cardenal, un colibrí y un petirrojo. El cardenal es el de más derecha. El cuervo está a la izquierda del búho. El petirrojo está a la derecha del colibrí. El colibrí es el tercero desde la izquierda.
Opciones:
(A) El cuervo es el segundo desde la izquierda.
(B) El búho es el segundo desde la izquierda.
(C) El cardenal es el segundo por la izquierda.
(D) El colibrí es el segundo desde la izquierda.
(E) El petirrojo es el segundo desde la izquierda.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro verde, un libro naranja, un libro gris, un libro amarillo y un libro morado. El libro verde es el de más derecha. El libro gris está a la derecha del libro naranja. El libro morado está a la izquierda del libro amarillo. El libro morado está a la derecha del libro gris.
Opciones:
(A) El libro verde es el segundo desde la derecha.
(B) El libro naranja es el segundo desde la derecha.
(C) El libro gris es el segundo desde la derecha.
(D) El libro amarillo es el segundo desde la derecha.
(E) El libro morado es el segundo desde la derecha.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro blanco, un libro verde, un libro marrón, un libro gris y un libro naranja. El libro gris está a la derecha del libro naranja. El libro verde es el segundo desde la derecha. El libro marrón está a la derecha del libro blanco. El libro marrón está a la izquierda del libro naranja.
Opciones:
(A) El libro blanco es el tercero desde la izquierda.
(B) El libro verde es el tercero desde la izquierda.
(C) El libro marrón es el tercero desde la izquierda.
(D) El libro gris es el tercero desde la izquierda.
(E) El libro naranja es el tercero desde la izquierda.",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de autos antiguos hay cinco vehículos: un descapotable, un autobús, una minivan, un camión y un sedán. El convertible es más nuevo que la camioneta. La minivan es la más nueva. El autobús es el tercero más nuevo. La camioneta es más nueva que el sedán.
Opciones:
(A) El convertible es el más nuevo.
(B) El autobús es el más nuevo.
(C) La minivan es la más nueva.
(D) El camión es el más nuevo.
(E) El sedán es el más nuevo.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Rob, Ada, Dan, Joe y Mel. Ada terminó por encima de Mel. Mel terminó por encima de Dan. Joe terminó debajo de Dan. Ada terminó segunda.
Opciones:
(A) Rob terminó último
(B) Ada terminó última
(C) Dan terminó último
(D) Joe terminó último
(E) Mel terminó último",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro blanco, un libro verde, un libro marrón, un libro gris y un libro naranja. El libro gris está a la derecha del libro naranja. El libro verde es el segundo desde la derecha. El libro marrón está a la derecha del libro blanco. El libro marrón está a la izquierda del libro naranja.
Opciones:
(A) El libro blanco es el que está más a la derecha.
(B) El libro verde es el de más derecha
(C) El libro marrón es el que está más a la derecha.
(D) El libro gris es el que está más a la derecha.
(E) El libro naranja es el más a la derecha.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exhibición de autos antiguos hay cinco vehículos: un descapotable, un sedán, un tractor, una minivan y una limusina. El tractor es más nuevo que la minivan. El tractor es más antiguo que la limusina. El descapotable es más antiguo que el sedán. El descapotable es el segundo más nuevo.
Opciones:
(A) El convertible es el segundo más antiguo.
(B) El sedán es el segundo más antiguo.
(C) El tractor es el segundo más antiguo.
(D) La minivan es la segunda más antigua.
(E) La limusina es la segunda más antigua.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: kiwis, peras, melocotones, nísperos y manzanas. Los nísperos son más caros que los kiwis. Las peras son más caras que los melocotones. Las manzanas son más caras que los nísperos. Las manzanas son menos caras que los melocotones.
Opciones:
(A) Los kiwis son los segundos más baratos
(B) Las peras son las segundas más baratas.
(C) Los melocotones son los segundos más baratos.
(D) Los nísperos son los segundos más baratos
(E) Las manzanas son las segundas más baratas.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: naranjas, melones, melocotones, nísperos y kiwis. Los melocotones son más caros que las naranjas. Los melones son más caros que los melocotones. Los kiwis son los terceros más caros. Los nísperos son los segundos más baratos.
Opciones:
(A) Las naranjas son las más caras.
(B) Los melones son los más caros.
(C) Los melocotones son los más caros.
(D) Los nísperos son los más caros
(E) Los kiwis son los más caros",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro marrón, un libro amarillo, un libro naranja, un libro verde y un libro gris. El libro verde está a la izquierda del libro gris. El libro marrón es el tercero desde la izquierda. El libro gris es el segundo desde la derecha. El libro amarillo está a la izquierda del libro verde.
Opciones:
(A) El libro marrón es el tercero desde la izquierda.
(B) El libro amarillo es el tercero desde la izquierda.
(C) El libro naranja es el tercero desde la izquierda.
(D) El libro verde es el tercero desde la izquierda.
(E) El libro gris es el tercero desde la izquierda.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Ada, Eli, Amy, Joe y Mel. Ada terminó por encima de Eli. Amy terminó debajo de Mel. Ada terminó segunda. Mel terminó debajo de Eli.
Opciones:
(A) Ada terminó primero
(B) Eli terminó primero
(C) Amy terminó primero
(D) Joe terminó primero
(E) Mel terminó primero",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: sandías, naranjas, nísperos, ciruelas y kiwis. Las ciruelas son menos caras que los kiwis. Las ciruelas son más caras que las sandías. Los nísperos son más caros que los kiwis. Las naranjas son las más caras.
Opciones:
(A) Las sandías son las más baratas.
(B) Las naranjas son las más baratas.
(C) Los nísperos son los más baratos
(D) Las ciruelas son las más baratas.
(E) Los kiwis son los más baratos",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro amarillo, un libro gris, un libro rojo, un libro negro y un libro blanco. El libro gris está a la izquierda del libro amarillo. El libro blanco está a la izquierda del libro rojo. El libro negro está a la derecha del libro rojo. El libro negro está a la izquierda del libro gris.
Opciones:
(A) El libro amarillo es el que está más a la derecha.
(B) El libro gris es el que está más a la derecha.
(C) El libro rojo es el que está más a la derecha.
(D) El libro negro es el más a la derecha.
(E) El libro blanco es el más a la derecha.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de automóviles antiguos hay cinco vehículos: un hatchback, un descapotable, un tractor, un camión y una limusina. El tractor es más nuevo que el hatchback. La limusina es la segunda más nueva. La camioneta es más antigua que el hatchback. El descapotable es el segundo más antiguo.
Opciones:
(A) El hatchback es el segundo más antiguo.
(B) El convertible es el segundo más antiguo.
(C) El tractor es el segundo más antiguo.
(D) El camión es el segundo más antiguo.
(E) La limusina es la segunda más antigua.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: una codorniz, un búho, un cuervo, un halcón y un petirrojo. El búho es el más a la izquierda. El petirrojo está a la izquierda del cuervo. La codorniz es la más a la derecha. El cuervo es el tercero desde la izquierda.
Opciones:
(A) La codorniz es la segunda desde la derecha.
(B) El búho es el segundo desde la derecha.
(C) El cuervo es el segundo desde la derecha.
(D) El halcón es el segundo desde la derecha.
(E) El petirrojo es el segundo desde la derecha.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Mel, Dan, Amy, Joe y Eve. Amy terminó debajo de Dan. Mel terminó primero. Joe terminó por encima de Dan. Eve terminó última.
Opciones:
(A) Mel terminó primero
(B) Dan terminó primero
(C) Amy terminó primero
(D) Joe terminó primero
(E) Eva terminó primero",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Rob, Amy, Joe, Eve y Dan. Rob terminó debajo de Dan. Joe terminó segundo. Joe terminó por encima de Eve. Eve terminó por encima de Dan.
Opciones:
(A) Rob terminó segundo
(B) Amy terminó segunda
(C) Joe terminó segundo
(D) Eve terminó segunda
(E) Dan terminó segundo",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: sandías, manzanas, mangos, peras y melones. Las sandías son más caras que los melones. Los mangos son menos caros que las peras. Las manzanas son las segundas más baratas. Las sandías son menos caras que los mangos.
Opciones:
(A) Las sandías son las segundas más baratas.
(B) Las manzanas son las segundas más baratas.
(C) Los mangos son los segundos más baratos.
(D) Las peras son las segundas más baratas.
(E) Los melones son los segundos más baratos.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de autos antiguos hay cinco vehículos: un camión, una camioneta, una motocicleta, un descapotable y un hatchback. El convertible es más nuevo que la camioneta. La camioneta es más nueva que el hatchback. El descapotable es más antiguo que el hatchback. La camioneta es la segunda más nueva.
Opciones:
(A) El camión es el más nuevo.
(B) La camioneta es la más nueva.
(C) La motocicleta es la más nueva.
(D) El convertible es el más nuevo.
(E) El hatchback es el más nuevo.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Ana, Rob, Amy, Dan y Joe. Rob terminó debajo de Dan. Joe terminó debajo de Ana. Joe terminó por encima de Amy. Dan terminó debajo de Amy.
Opciones:
(A) Ana terminó última
(B) Rob terminó último
(C) Amy terminó última
(D) Dan terminó último
(E) Joe terminó último",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de autos antiguos hay cinco vehículos: un autobús, un camión, una motocicleta, un sedán y un hatchback. El sedán es el segundo más antiguo. El hatchback es más nuevo que la motocicleta. La motocicleta es más nueva que el sedán. El hatchback es más antiguo que la camioneta.
Opciones:
(A) El autobús es el más antiguo.
(B) El camión es el más antiguo.
(C) La motocicleta es la más antigua.
(D) El sedán es el más antiguo.
(E) El hatchback es el más antiguo.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro amarillo, un libro marrón, un libro gris, un libro negro y un libro morado. El libro amarillo está a la derecha del libro morado. El libro negro está a la izquierda del libro morado. El libro negro es el tercero desde la izquierda. El libro marrón es el que está más a la izquierda.
Opciones:
(A) El libro amarillo es el tercero desde la izquierda.
(B) El libro marrón es el tercero desde la izquierda.
(C) El libro gris es el tercero desde la izquierda.
(D) El libro negro es el tercero desde la izquierda.
(E) El libro morado es el tercero desde la izquierda.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: sandías, nísperos, peras, ciruelas y manzanas. Las peras son las segundas más baratas. Los nísperos son más caros que las peras. Las ciruelas son las segundas más caras. Las sandías son las más caras.
Opciones:
(A) Las sandías son las terceras más caras
(B) Los nísperos son los terceros más caros
(C) Las peras son las terceras más caras
(D) Las ciruelas son las terceras más caras
(E) Las manzanas son las terceras más caras",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Amy, Mel, Rob, Joe y Ada. Joe terminó segundo. Joe terminó debajo de Amy. Mel terminó penúltimo. Ada terminó última.
Opciones:
(A) Amy terminó última
(B) Mel terminó último
(C) Rob terminó último
(D) Joe terminó último
(E) Ada terminó última",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Joe, Eve, Mya, Rob y Dan. Joe terminó debajo de Dan. Mya terminó primero. Dan terminó debajo de Rob. Eve terminó por encima de Rob.
Opciones:
(A) Joe terminó penúltimo
(B) Eve terminó penúltima
(C) Mya terminó penúltima
(D) Rob terminó penúltimo
(E) Dan terminó penúltimo",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Amy, Mel, Rob, Joe y Ada. Joe terminó segundo. Joe terminó debajo de Amy. Mel terminó penúltimo. Ada terminó última.
Opciones:
(A) Amy terminó primero
(B) Mel terminó primero
(C) Rob terminó primero
(D) Joe terminó primero
(E) Ada terminó primero",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Mel, Dan, Amy, Joe y Eve. Amy terminó debajo de Dan. Mel terminó primero. Joe terminó por encima de Dan. Eve terminó última.
Opciones:
(A) Mel terminó segundo
(B) Dan terminó segundo
(C) Amy terminó segunda
(D) Joe terminó segundo
(E) Eve terminó segunda",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: una codorniz, un colibrí, un arrendajo azul, un halcón y un petirrojo. El petirrojo es el segundo desde la izquierda. La codorniz es la más a la izquierda. El arrendajo azul está a la izquierda del colibrí. El halcón es el tercero desde la izquierda.
Opciones:
(A) La codorniz es la más a la derecha.
(B) El colibrí está más a la derecha
(C) El arrendajo azul es el que está más a la derecha.
(D) El halcón es el más a la derecha.
(E) El petirrojo es el que está más a la derecha.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: una codorniz, un búho, un cuervo, un halcón y un petirrojo. El búho es el más a la izquierda. El petirrojo está a la izquierda del cuervo. La codorniz es la más a la derecha. El cuervo es el tercero desde la izquierda.
Opciones:
(A) La codorniz es la tercera desde la izquierda.
(B) El búho es el tercero desde la izquierda.
(C) El cuervo es el tercero desde la izquierda.
(D) El halcón es el tercero desde la izquierda.
(E) El petirrojo es el tercero desde la izquierda.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Dan, Mel, Ana, Eli y Rob. Rob terminó por encima de Mel. Mel terminó segundo. Ana terminó por encima de Eli. Dan terminó último.
Opciones:
(A) Dan terminó penúltimo
(B) Mel terminó penúltimo
(C) Ana terminó penúltima
(D) Eli terminó penúltimo
(E) Rob terminó penúltimo",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro gris, un libro rojo, un libro amarillo, un libro azul y un libro naranja. El libro gris está a la derecha del libro amarillo. El libro naranja está a la derecha del libro rojo. El libro azul es el que está más a la derecha. El libro gris está a la izquierda del libro rojo.
Opciones:
(A) El libro gris es el segundo desde la izquierda.
(B) El libro rojo es el segundo desde la izquierda.
(C) El libro amarillo es el segundo desde la izquierda.
(D) El libro azul es el segundo desde la izquierda.
(E) El libro naranja es el segundo desde la izquierda.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Eve, Eli, Joe, Rob y Mya. Rob terminó por encima de Mya. Eve terminó primero. Joe terminó por encima de Eli. Joe terminó debajo de Mya.
Opciones:
(A) Eve terminó penúltima
(B) Eli terminó penúltimo
(C) Joe terminó penúltimo
(D) Rob terminó penúltimo
(E) Mya terminó penúltima",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro verde, un libro azul, un libro marrón, un libro gris y un libro rojo. El libro verde está a la izquierda del libro marrón. El libro gris está a la izquierda del libro azul. El libro verde está a la derecha del libro azul. El libro rojo es el más a la izquierda.
Opciones:
(A) El libro verde es el segundo desde la izquierda.
(B) El libro azul es el segundo desde la izquierda.
(C) El libro marrón es el segundo desde la izquierda.
(D) El libro gris es el segundo desde la izquierda.
(E) El libro rojo es el segundo desde la izquierda.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. Un puesto de frutas vende cinco frutas: peras, mangos, kiwis, naranjas y melocotones. Los melocotones son más caros que los mangos. Las naranjas son más caras que los kiwis. Las peras son las más caras. Los mangos son más caros que las naranjas.
Opciones:
(A) Las peras son las más baratas.
(B) Los mangos son los más baratos.
(C) Los kiwis son los más baratos
(D) Las naranjas son las más baratas.
(E) Los melocotones son los más baratos.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un estante hay cinco libros: un libro negro, un libro morado, un libro amarillo, un libro naranja y un libro rojo. El libro amarillo es el que está más a la derecha. El libro negro está a la izquierda del libro naranja. El libro naranja está a la izquierda del libro morado. El libro negro es el segundo desde la izquierda.
Opciones:
(A) El libro negro es el segundo desde la derecha.
(B) El libro morado es el segundo desde la derecha.
(C) El libro amarillo es el segundo desde la derecha.
(D) El libro naranja es el segundo desde la derecha.
(E) El libro rojo es el segundo desde la derecha.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Joe, Eve, Mya, Rob y Dan. Joe terminó debajo de Dan. Mya terminó primero. Dan terminó debajo de Rob. Eve terminó por encima de Rob.
Opciones:
(A) Joe terminó tercero
(B) Eve terminó tercera
(C) Mya terminó tercera
(D) Rob terminó tercero
(E) Dan terminó tercero",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un búho, un cardenal, un petirrojo, un colibrí y un cuervo. El colibrí está a la izquierda del búho. El colibrí está a la derecha del cardenal. El cuervo está a la izquierda del petirrojo. El búho está a la izquierda del cuervo.
Opciones:
(A) El búho es el segundo desde la izquierda.
(B) El cardenal es el segundo por la izquierda.
(C) El petirrojo es el segundo desde la izquierda.
(D) El colibrí es el segundo desde la izquierda.
(E) El cuervo es el segundo desde la izquierda.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de automóviles antiguos hay cinco vehículos: un hatchback, un descapotable, un tractor, un camión y una limusina. El tractor es más nuevo que el hatchback. La limusina es la segunda más nueva. La camioneta es más antigua que el hatchback. El descapotable es el segundo más antiguo.
Opciones:
(A) El hatchback es el más antiguo.
(B) El convertible es el más antiguo.
(C) El tractor es el más antiguo.
(D) El camión es el más antiguo.
(E) La limusina es la más antigua.",(D)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En un torneo de golf había cinco golfistas: Ada, Eli, Amy, Joe y Mel. Ada terminó por encima de Eli. Amy terminó debajo de Mel. Ada terminó segunda. Mel terminó debajo de Eli.
Opciones:
(A) Ada terminó tercera
(B) Eli terminó tercero
(C) Amy terminó tercera
(D) Joe terminó tercero
(E) Mel terminó tercero",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un búho, un cardenal, un petirrojo, un colibrí y un cuervo. El colibrí está a la izquierda del búho. El colibrí está a la derecha del cardenal. El cuervo está a la izquierda del petirrojo. El búho está a la izquierda del cuervo.
Opciones:
(A) El búho es el que está más a la derecha.
(B) El cardenal es el más a la derecha
(C) El petirrojo es el que está más a la derecha.
(D) El colibrí está más a la derecha.
(E) El cuervo es el más a la derecha.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un búho, un cuervo, un cuervo, un petirrojo y un cardenal. El cuervo está a la derecha del búho. El cuervo es el segundo desde la izquierda. El petirrojo está a la izquierda del cuervo. El petirrojo es el segundo desde la derecha.
Opciones:
(A) El búho es el tercero desde la izquierda.
(B) El cuervo es el tercero desde la izquierda.
(C) El cuervo es el tercero desde la izquierda.
(D) El petirrojo es el tercero desde la izquierda.
(E) El cardenal es el tercero desde la izquierda",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de autos antiguos hay cinco vehículos: un tractor, una camioneta, un autobús, una motocicleta y una minivan. La minivan es más antigua que la motocicleta. El autobús es el más nuevo. El tractor es el tercero más nuevo. La camioneta es la segunda más antigua.
Opciones:
(A) El tractor es el tercero más nuevo.
(B) La camioneta es la tercera más nueva.
(C) El autobús es el tercero más nuevo.
(D) La motocicleta es la tercera más nueva.
(E) La minivan es la tercera más nueva.",(A)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un cardenal, un cuervo, un halcón, un petirrojo y un arrendajo azul. El petirrojo está a la derecha del cardenal. El cardenal está a la derecha del arrendajo azul. El arrendajo azul es el segundo desde la izquierda. El cuervo es el de más derecha.
Opciones:
(A) El cardenal es el más a la derecha
(B) El cuervo es el más a la derecha.
(C) El halcón es el más a la derecha.
(D) El petirrojo es el que está más a la derecha.
(E) El arrendajo azul es el que está más a la derecha.",(B)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un arrendajo azul, un cardenal, un halcón, un colibrí y una codorniz. La codorniz está a la izquierda del arrendajo azul. El cardenal es el tercero desde la izquierda. La codorniz es la segunda desde la izquierda. El arrendajo azul está a la izquierda del colibrí.
Opciones:
(A) El arrendajo azul es el segundo desde la izquierda.
(B) El cardenal es el segundo por la izquierda.
(C) El halcón es el segundo desde la izquierda.
(D) El colibrí es el segundo desde la izquierda.
(E) La codorniz es la segunda desde la izquierda.",(Y)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una exposición de autos antiguos hay cinco vehículos: un descapotable, un camión, un autobús, un sedán y una motocicleta. El autobús es más nuevo que el camión. La camioneta es más nueva que el convertible. El sedán es el segundo más antiguo. La motocicleta es más nueva que el autobús.
Opciones:
(A) El convertible es el segundo más nuevo.
(B) El camión es el segundo más nuevo.
(C) El autobús es el segundo más nuevo.
(D) El sedán es el segundo más nuevo.
(E) La motocicleta es la segunda más nueva.",(C)
"Cada uno de los siguientes párrafos describe un conjunto de cinco objetos dispuestos en un orden fijo. Las declaraciones son lógicamente consistentes dentro de cada párrafo. En una rama hay cinco pájaros: un búho, un cuervo, un cuervo, un petirrojo y un cardenal. El cuervo está a la derecha del búho. El cuervo es el segundo desde la izquierda. El petirrojo está a la izquierda del cuervo. El petirrojo es el segundo desde la derecha.
Opciones:
(A) El búho es el que está más a la izquierda.
(B) El cuervo está más a la izquierda.
(C) El cuervo es el más a la izquierda.
(D) El petirrojo es el que está más a la izquierda.
(E) El cardenal es el más a la izquierda.",(A)
